file_name,yolo_model_confidence,yolo_class_id,yolo_xy_coords,ocr_bbox,ocr_bbox_norm,ocr_confidence,ocr_label,ocr_text,ocr_region,ocr_region_confidence,vehicle,no vehicle,car,bus,truck,motorcycle,only license plate
lp_train_2888,0.740934312343597,0,"[283.9953918457031, 154.83255004882812, 330.6756896972656, 169.63951110839844]","[285, 154, 328, 168]","[0.6038135593220338, 0.5082508250825083, 0.6949152542372882, 0.5544554455445545]","[0.9936928749084473, 0.9754043221473694, 0.9935919642448425, 0.8028723001480103, 0.9936292767524719, 0.9767978191375732, 0.9964138865470886, 0.990287184715271, 0.9998657703399658, 0.9999725818634033]",License Plate,51F53034,Vietnam,0.999499678611755,{'score': 0.3915264904499054},{'score': 0.03842809796333313},{'score': 0.27116885781288147},{'score': 0.0700884684920311},{'score': 0.16056235134601593},{'score': 0.019222212955355644},{'score': 0.049003418534994125}
lp_train_2889,0.840465307235718,0,"[196.68917846679688, 93.24152374267578, 304.6205139160156, 142.74473571777344]","[194, 95, 302, 135]","[0.4110169491525424, 0.31353135313531355, 0.6398305084745762, 0.44554455445544555]","[0.9999144077301025, 0.9999828338623047, 0.9999939203262329, 0.9999954700469971, 0.9999843835830688, 0.999954342842102, 0.9999940395355225, 0.9999793767929077, 0.9999971389770508, 0.9999994039535522]",License Plate,51A01204,Vietnam,1,{'score': 0.07449314743280411},{'score': 0.045154377818107605},{'score': 0.1057138666510582},{'score': 0.0022194264456629753},{'score': 0.010170277208089828},{'score': 0.0012745045823976398},{'score': 0.7609744071960449}
lp_train_289,0.961998224258423,0,"[21.873931884765625, 14.651660919189453, 387.60955810546875, 165.2578887939453]","[13, 7, 391, 183]","[0.0325, 0.0374331550802139, 0.9775, 0.9786096256684492]","[0.999875545501709, 0.9999480247497559, 0.9993491768836975, 0.9993220567703247, 0.9998618364334106, 0.9997506737709045, 0.9993878602981567, 0.9999957084655762, 0.9999995231628418, 0.9999996423721313]",License Plate,GZN8820,Mexico,0.999992370605469,{'score': 0.002540615852922201},{'score': 0.0004924156237393618},{'score': 0.00197322154417634},{'score': 0.00020612073421943933},{'score': 0.0004116900672670454},{'score': 0.0013205957366153598},{'score': 0.9930554032325745}
lp_train_2890,0.862057030200958,0,"[186.0787811279297, 76.6528091430664, 292.5038757324219, 139.71221923828125]","[183, 79, 293, 135]","[0.3877118644067797, 0.2607260726072607, 0.6207627118644068, 0.44554455445544555]","[0.9998977184295654, 0.9999310970306396, 0.999991774559021, 0.9999924898147583, 0.9999780654907227, 0.9998985528945923, 0.9999815225601196, 0.9999614953994751, 0.9999756813049316, 0.9999964237213135]",License Plate,51A01204,Vietnam,1,{'score': 0.0860278531908989},{'score': 0.03898856043815613},{'score': 0.15872426331043243},{'score': 0.0020411310251802206},{'score': 0.01195398811250925},{'score': 0.0007782388711348176},{'score': 0.7014859914779663}
lp_train_2891,0.541979789733887,0,"[201.3771514892578, 133.6217041015625, 316.7356872558594, 183.86636352539062]","[203, 138, 314, 175]","[0.4300847457627119, 0.45544554455445546, 0.6652542372881356, 0.5775577557755776]","[0.9998986721038818, 0.9999425411224365, 0.9998339414596558, 0.9999847412109375, 0.9997184872627258, 0.9999576807022095, 0.99988853931427, 0.9999321699142456, 0.9999940395355225, 0.9999982118606567]",License Plate,51F07973,Vietnam,0.99999988079071,{'score': 0.13772109150886536},{'score': 0.02410168945789337},{'score': 0.31040841341018677},{'score': 0.0008462179685011506},{'score': 0.005844180006533861},{'score': 0.0009564519859850407},{'score': 0.5201218724250793}
lp_train_2892,0.674329340457916,0,"[200.7123260498047, 98.3472671508789, 311.4645080566406, 149.7008819580078]","[205, 97, 307, 143]","[0.4343220338983051, 0.3201320132013201, 0.6504237288135594, 0.47194719471947194]","[0.9998949766159058, 0.9999076128005981, 0.9997350573539734, 0.9999545812606812, 0.9997261166572571, 0.9998834133148193, 0.999828577041626, 0.999946117401123, 0.9999914169311523, 0.9999963045120239]",License Plate,51F61712,Vietnam,1,{'score': 0.08212984353303909},{'score': 0.01819087378680706},{'score': 0.32760486006736755},{'score': 0.0026679160073399544},{'score': 0.010649184696376324},{'score': 0.0007913285517133772},{'score': 0.5579659938812256}
lp_train_2893,0.869046628475189,0,"[157.55824279785156, 104.84635162353516, 272.4149475097656, 159.34141540527344]","[160, 110, 268, 151]","[0.3389830508474576, 0.36303630363036304, 0.5677966101694916, 0.49834983498349833]","[0.9998658895492554, 0.9999282360076904, 0.9998490810394287, 0.9999231100082397, 0.9997311234474182, 0.9997482895851135, 0.9999345541000366, 0.9999730587005615, 0.9999974966049194, 0.999998927116394]",License Plate,51F88270,Vietnam,0.99999988079071,{'score': 0.07089373469352722},{'score': 0.021778730675578117},{'score': 0.5032724142074585},{'score': 0.0011176926782354712},{'score': 0.0029391557909548283},{'score': 0.002414167858660221},{'score': 0.3975839912891388}
lp_train_2894,0.875358879566193,0,"[181.11154174804688, 104.91590118408203, 293.5943298339844, 160.19525146484375]","[182, 107, 289, 154]","[0.3855932203389831, 0.35313531353135313, 0.6122881355932204, 0.5082508250825083]","[0.9999260902404785, 0.9999650716781616, 0.9998076558113098, 0.9999228715896606, 0.9998873472213745, 0.9998283386230469, 0.9998340606689453, 0.9995980858802795, 0.999998927116394, 0.9999997615814209]",License Plate,51F86988,Vietnam,1,{'score': 0.04117710143327713},{'score': 0.030651336535811424},{'score': 0.07389723509550095},{'score': 0.0007784786284901202},{'score': 0.006184855476021767},{'score': 0.005891429726034403},{'score': 0.8414195775985718}
lp_train_2895,0.842532217502594,0,"[194.78866577148438, 148.34521484375, 306.3325500488281, 184.39903259277344]","[196, 149, 304, 182]","[0.4152542372881356, 0.49174917491749176, 0.6440677966101694, 0.6006600660066007]","[0.9997245669364929, 0.9999699592590332, 0.9999949932098389, 0.9999618530273438, 0.9999499320983887, 0.9999266862869263, 0.9999710321426392, 0.9999568462371826, 0.9999985694885254, 0.9999992847442627]",License Plate,51A69172,Vietnam,1,{'score': 0.06137984246015549},{'score': 0.014297524467110634},{'score': 0.307193785905838},{'score': 0.000729687453713268},{'score': 0.005792886484414339},{'score': 0.009421848691999912},{'score': 0.6011844277381897}
lp_train_2896,0.889281809329987,0,"[148.35853576660156, 138.27830505371094, 259.5678405761719, 212.376220703125]","[150, 137, 255, 207]","[0.3177966101694915, 0.4521452145214521, 0.5402542372881356, 0.6831683168316832]","[0.9997953772544861, 0.9998706579208374, 0.9997851252555847, 0.9999306201934814, 0.99993896484375, 0.9998261332511902, 0.9999476671218872, 0.9997819066047668, 0.9999817609786987, 0.9999978542327881]",License Plate,51G10209,Vietnam,0.999998331069946,{'score': 0.02367313764989376},{'score': 0.020784476771950722},{'score': 0.08765475451946259},{'score': 0.00048121847794391215},{'score': 0.0017667090287432075},{'score': 0.001269610715098679},{'score': 0.8643701076507568}
lp_train_2897,0.834241628646851,0,"[204.26136779785156, 151.4320068359375, 261.9269714355469, 165.84654235839844]","[204, 151, 260, 165]","[0.4322033898305085, 0.49834983498349833, 0.5508474576271186, 0.5445544554455446]","[0.9977649450302124, 0.9998601675033569, 0.9999157190322876, 0.9962314963340759, 0.9983034133911133, 0.9973387122154236, 0.9999401569366455, 0.999929666519165, 0.9999918937683105, 0.9999984502792358]",License Plate,51A69172,Vietnam,0.999999761581421,{'score': 0.38380274176597595},{'score': 0.09579680114984512},{'score': 0.47760558128356934},{'score': 0.005513035226613283},{'score': 0.0205051451921463},{'score': 0.003255530260503292},{'score': 0.013521133922040462}
lp_train_2898,0.818373620510101,0,"[130.17405700683594, 181.57801818847656, 254.4788818359375, 231.06809997558594]","[132, 185, 252, 224]","[0.2796610169491525, 0.6105610561056105, 0.5338983050847458, 0.7392739273927392]","[0.9999366998672485, 0.9999821186065674, 0.9999972581863403, 0.9999841451644897, 0.9999277591705322, 0.9999794960021973, 0.9999924898147583, 0.9999469518661499, 0.9999967813491821, 0.9999986886978149]",License Plate,51A96141,Vietnam,0.999999761581421,{'score': 0.25551122426986694},{'score': 0.012314699590206146},{'score': 0.37324586510658264},{'score': 0.012505312450230122},{'score': 0.03083415888249874},{'score': 0.0056615183129906654},{'score': 0.3099272549152374}
lp_train_2899,0.303621560335159,0,"[168.96871948242188, 130.1786651611328, 273.4088439941406, 199.4740447998047]","[171, 128, 268, 195]","[0.3622881355932203, 0.42244224422442245, 0.5677966101694916, 0.6435643564356436]","[0.9994377493858337, 0.9995402097702026, 0.9997410178184509, 0.9998983144760132, 0.9990488886833191, 0.9996426105499268, 0.9999366998672485, 0.9999245405197144, 0.9999964237213135, 0.9999992847442627]",License Plate,51F24403,Vietnam,1,{'score': 0.07998862862586975},{'score': 0.054318469017744064},{'score': 0.2730727195739746},{'score': 0.0018633933505043387},{'score': 0.006769613362848759},{'score': 0.0009924288606271148},{'score': 0.5829947590827942}
lp_train_290,0.975069522857666,0,"[5.690467357635498, 5.681711673736572, 246.9620819091797, 118.95516204833984]","[0, 1, 247, 123]","[0.0, 0.008, 0.988, 0.984]","[0.997340738773346, 0.9997730851173401, 0.9999172687530518, 0.9999915361404419, 0.9998505115509033, 0.9996448755264282, 0.9996100068092346, 0.9994899034500122, 0.9998629093170166, 0.9999290704727173]",License Plate,002A515,Bosnia and Herzegovina,0.864608645439148,{'score': 0.026591554284095764},{'score': 0.0035156579688191414},{'score': 0.03811302408576012},{'score': 0.0034185657277703285},{'score': 0.017356041818857193},{'score': 0.005894270725548267},{'score': 0.9051109552383423}
lp_train_2900,0.690949201583862,0,"[201.61260986328125, 125.75439453125, 317.1155700683594, 185.78407287597656]","[205, 125, 314, 180]","[0.4343220338983051, 0.41254125412541254, 0.6652542372881356, 0.594059405940594]","[0.999910831451416, 0.9998020529747009, 0.9996034502983093, 0.9998925924301147, 0.999846339225769, 0.9997491240501404, 0.9996201992034912, 0.9997747540473938, 0.9999741315841675, 0.9999940395355225]",License Plate,51G51332,Vietnam,0.999999761581421,{'score': 0.03611205890774727},{'score': 0.02448820322751999},{'score': 0.06485835462808609},{'score': 0.0005035219946876168},{'score': 0.004456826485693455},{'score': 0.0010887501994147897},{'score': 0.8684923052787781}
lp_train_2901,0.90588241815567,0,"[147.69081115722656, 80.16976928710938, 246.04434204101562, 153.96743774414062]","[149, 74, 242, 152]","[0.3156779661016949, 0.24422442244224424, 0.5127118644067796, 0.5016501650165016]","[0.9997226595878601, 0.9997015595436096, 0.9997016787528992, 0.9999552965164185, 0.9996600151062012, 0.9612246155738831, 0.9996705055236816, 0.9997598528862, 0.9999934434890747, 0.9999985694885254]",License Plate,51F15585,Vietnam,0.99999988079071,{'score': 0.1409977823495865},{'score': 0.07100328058004379},{'score': 0.22151495516300201},{'score': 0.0026225268375128508},{'score': 0.017933756113052368},{'score': 0.002476748079061508},{'score': 0.5434510111808777}
lp_train_2902,0.869681179523468,0,"[187.62208557128906, 93.24423217773438, 296.238525390625, 163.18276977539062]","[188, 92, 293, 160]","[0.3983050847457627, 0.30363036303630364, 0.6207627118644068, 0.528052805280528]","[0.998909592628479, 0.9996090531349182, 0.9997790455818176, 0.9999039173126221, 0.9997398257255554, 0.999782383441925, 0.9998753070831299, 0.999788224697113, 0.9999719858169556, 0.999997615814209]",License Plate,51F22261,Vietnam,0.99999988079071,{'score': 0.14241766929626465},{'score': 0.05894247069954872},{'score': 0.2828885316848755},{'score': 0.0034512816928327084},{'score': 0.016481105238199234},{'score': 0.003050332423299551},{'score': 0.49276867508888245}
lp_train_2903,0.840551555156708,0,"[140.888671875, 88.63563537597656, 250.27847290039062, 172.9093780517578]","[140, 78, 248, 171]","[0.2966101694915254, 0.25742574257425743, 0.5254237288135594, 0.5643564356435643]","[0.9994556307792664, 0.9990525841712952, 0.9982481002807617, 0.9994839429855347, 0.99979168176651, 0.9995057582855225, 0.998659610748291, 0.9998995065689087, 0.9999774694442749, 0.999993085861206]",License Plate,30V3993,Vietnam,0.965000092983246,{'score': 0.23390235006809235},{'score': 0.023594006896018982},{'score': 0.13491863012313843},{'score': 0.0031827285420149565},{'score': 0.1255456507205963},{'score': 0.001201425795443356},{'score': 0.47765523195266724}
lp_train_2904,0.849898278713226,0,"[154.4060821533203, 129.967529296875, 271.55047607421875, 198.39324951171875]","[156, 131, 269, 188]","[0.3305084745762712, 0.43234323432343236, 0.5699152542372882, 0.6204620462046204]","[0.9998841285705566, 0.9998728036880493, 0.9997722506523132, 0.9998615980148315, 0.9998892545700073, 0.9999780654907227, 0.9998149275779724, 0.9996228218078613, 0.9999736547470093, 0.9999924898147583]",License Plate,51F59011,Vietnam,0.999999403953552,{'score': 0.10875082015991211},{'score': 0.019740920513868332},{'score': 0.22188466787338257},{'score': 0.0011524262372404337},{'score': 0.005950293503701687},{'score': 0.0012987013906240463},{'score': 0.6412221789360046}
lp_train_2905,0.883057951927185,0,"[160.3427276611328, 90.59031677246094, 265.627685546875, 164.06192016601562]","[157, 85, 265, 166]","[0.3326271186440678, 0.28052805280528054, 0.5614406779661016, 0.5478547854785478]","[0.9999233484268188, 0.9999264478683472, 0.999692440032959, 0.9999681711196899, 0.9999469518661499, 0.99981290102005, 0.9999059438705444, 0.99994957447052, 0.9999934434890747, 0.9999988079071045]",License Plate,51G21797,Vietnam,0.999934911727905,{'score': 0.15511763095855713},{'score': 0.1621546447277069},{'score': 0.1104038879275322},{'score': 0.0015214942395687103},{'score': 0.015075714327394962},{'score': 0.00045995236723683774},{'score': 0.5552666187286377}
lp_train_2906,0.881191670894623,0,"[157.32876586914062, 77.40845489501953, 260.60498046875, 149.3749237060547]","[213, 118, 267, 170]","[0.451271186440678, 0.38943894389438943, 0.565677966101695, 0.5610561056105611]","[0.0893225222826004, 0.09122573584318161, 0.20757974684238434, 0.2036355435848236, 0.15886202454566956, 0.2779621183872223, 0.5049973726272583, 0.9180673360824585, 0.9965382814407349, 0.9980212450027466]",License Plate,F_400,Norway,0.129621997475624,{'score': 0.06744631379842758},{'score': 0.044049590826034546},{'score': 0.14938552677631378},{'score': 0.0027869604527950287},{'score': 0.007179605308920145},{'score': 0.00047817701124586165},{'score': 0.7286738157272339}
lp_train_2907,0.622818171977997,0,"[130.92733764648438, 47.286964416503906, 230.13661193847656, 102.5394058227539]","[124, 38, 233, 103]","[0.2627118644067797, 0.1254125412541254, 0.4936440677966102, 0.33993399339933994]","[0.9998685121536255, 0.9998888969421387, 0.9999914169311523, 0.9999876022338867, 0.9997618794441223, 0.9998779296875, 0.9999176263809204, 0.9998658895492554, 0.9999547004699707, 0.9999994039535522]",License Plate,86A06844,Vietnam,0.999999046325684,{'score': 0.14481627941131592},{'score': 0.24366267025470734},{'score': 0.13721944391727448},{'score': 0.0030814041383564472},{'score': 0.017170341685414314},{'score': 0.0007221135310828686},{'score': 0.4533277451992035}
lp_train_2908,0.835038006305695,0,"[261.1040954589844, 194.41998291015625, 335.7513732910156, 226.55270385742188]","[263, 198, 333, 220]","[0.5572033898305084, 0.6534653465346535, 0.7055084745762712, 0.7260726072607261]","[0.9994474053382874, 0.9998997449874878, 0.9999929666519165, 0.9999867677688599, 0.9998453855514526, 0.9999332427978516, 0.9999327659606934, 0.9998478889465332, 0.9999921321868896, 0.9999985694885254]",License Plate,86A06844,Vietnam,1,{'score': 0.26422128081321716},{'score': 0.06669585406780243},{'score': 0.3720194697380066},{'score': 0.005131225101649761},{'score': 0.017527522519230843},{'score': 0.01028018444776535},{'score': 0.2641245126724243}
lp_train_2909,0.803198754787445,0,"[171.74502563476562, 0.0, 274.8584289550781, 46.10323715209961]",NA,NA,NA,NA,NA,NA,NA,{'score': 0.14646536111831665},{'score': 0.09092610329389572},{'score': 0.17028853297233582},{'score': 0.008627362549304962},{'score': 0.017921801656484604},{'score': 0.0008991572540253401},{'score': 0.5648716688156128}
lp_train_291,0.954771399497986,0,"[4.493541717529297, 8.830432891845703, 387.556640625, 190.31410217285156]","[0, 0, 399, 200]","[0.0, 0.0, 0.9975, 1.0]","[0.9999414682388306, 0.9998812675476074, 0.999948263168335, 0.9999691247940063, 0.9997519850730896, 0.9998692274093628, 0.9996428489685059, 0.9999381303787231, 0.9999959468841553, 0.999998927116394]",License Plate,GZN9294,Mexico,0.998325049877167,{'score': 0.005250336602330208},{'score': 0.0029923105612397194},{'score': 0.00362975406460464},{'score': 0.0004692502261605114},{'score': 0.0046525695361196995},{'score': 0.0005718336324207485},{'score': 0.9824339747428894}
lp_train_2910,0.847378969192505,0,"[338.0436096191406, 181.97305297851562, 417.19122314453125, 236.09829711914062]","[341, 181, 415, 234]","[0.722457627118644, 0.5973597359735974, 0.8792372881355932, 0.7722772277227723]","[0.9996803998947144, 0.998969554901123, 0.9736927151679993, 0.9995579123497009, 0.9989991784095764, 0.9995476603507996, 0.9993371367454529, 0.9998550415039062, 0.99839848279953, 0.9983768463134766]",License Plate,93LD00103,Vietnam,0.998706698417664,{'score': 0.35244840383529663},{'score': 0.029715312644839287},{'score': 0.514007031917572},{'score': 0.023484785109758377},{'score': 0.04949438199400902},{'score': 0.004188882187008858},{'score': 0.026661081239581108}
lp_train_2911,0.806836485862732,0,"[235.81219482421875, 252.33106994628906, 355.4389953613281, 299.9642028808594]","[237, 261, 350, 301]","[0.5021186440677966, 0.8613861386138614, 0.7415254237288136, 0.9933993399339934]","[0.9998840093612671, 0.9999799728393555, 0.9999938011169434, 0.9999547004699707, 0.9999408721923828, 0.99993896484375, 0.9999840259552002, 0.9998935461044312, 0.9999724626541138, 0.9999938011169434]",License Plate,51A72444,Vietnam,1,{'score': 0.2209034562110901},{'score': 0.06879442930221558},{'score': 0.27951937913894653},{'score': 0.0069978442043066025},{'score': 0.023501543328166008},{'score': 0.004188018850982189},{'score': 0.39609530568122864}
lp_train_2912,0.543752372264862,0,"[166.40673828125, 176.29026794433594, 220.08021545410156, 193.8723602294922]","[166, 177, 217, 192]","[0.3516949152542373, 0.5841584158415841, 0.4597457627118644, 0.6336633663366337]","[0.9539542198181152, 0.9993075132369995, 0.999808132648468, 0.9999220371246338, 0.9995638728141785, 0.9986047148704529, 0.9999253749847412, 0.9999761581420898, 0.9999948740005493, 0.9999971389770508]",License Plate,5ZY6490,Greece,0.532216310501099,{'score': 0.5207896828651428},{'score': 0.03737372159957886},{'score': 0.1663515418767929},{'score': 0.027954434975981712},{'score': 0.2093995213508606},{'score': 0.0014352698344737291},{'score': 0.036695826798677444}
lp_train_2913,0.848033130168915,0,"[181.72865295410156, 117.12799835205078, 287.770263671875, 196.85696411132812]","[183, 110, 284, 194]","[0.3877118644067797, 0.36303630363036304, 0.6016949152542372, 0.6402640264026402]","[0.99952232837677, 0.999612033367157, 0.8153367638587952, 0.9990251064300537, 0.9995619654655457, 0.9992243051528931, 0.9997738003730774, 0.9994717240333557, 0.9991649389266968, 0.9997918009757996]",License Plate,50LD04411,Vietnam,0.996967494487763,{'score': 0.014312087558209896},{'score': 0.021626543253660202},{'score': 0.05103621259331703},{'score': 0.00038351971306838095},{'score': 0.0014557662652805448},{'score': 0.00048799277283251286},{'score': 0.9106978178024292}
lp_train_2914,0.868022084236145,0,"[144.64378356933594, 116.52188873291016, 256.9033203125, 167.58978271484375]","[147, 120, 253, 159]","[0.3114406779661017, 0.39603960396039606, 0.5360169491525424, 0.5247524752475248]","[0.999893069267273, 0.9999693632125854, 0.9999948740005493, 0.9999536275863647, 0.9998651742935181, 0.9998987913131714, 0.9999279975891113, 0.9998458623886108, 0.999995231628418, 0.9999967813491821]",License Plate,51A85325,Vietnam,0.999995708465576,{'score': 0.08018399029970169},{'score': 0.053068581968545914},{'score': 0.11449626833200455},{'score': 0.0033943476155400276},{'score': 0.016293223947286606},{'score': 0.0020896217320114374},{'score': 0.7304739356040955}
lp_train_2915,0.848999381065369,0,"[173.6197509765625, 105.5673599243164, 283.63909912109375, 162.53379821777344]","[173, 106, 281, 155]","[0.3665254237288136, 0.34983498349834985, 0.5953389830508474, 0.5115511551155115]","[0.9998995065689087, 0.9999344348907471, 0.9998430013656616, 0.9999558925628662, 0.9994795918464661, 0.9998421669006348, 0.9988006353378296, 0.999974250793457, 0.9999984502792358, 0.9999991655349731]",License Plate,51F64619,Vietnam,0.999999165534973,{'score': 0.07652337849140167},{'score': 0.05542830377817154},{'score': 0.26295796036720276},{'score': 0.0024765098933130503},{'score': 0.004875674843788147},{'score': 0.004851388745009899},{'score': 0.5928868055343628}
lp_train_2916,0.832091808319092,0,"[109.10005187988281, 134.1767578125, 223.7310028076172, 170.97930908203125]","[111, 133, 220, 169]","[0.23516949152542374, 0.4389438943894389, 0.4661016949152542, 0.5577557755775577]","[0.9999005794525146, 0.9999392032623291, 0.9998445510864258, 0.9998883008956909, 0.9996893405914307, 0.999860405921936, 0.9999160766601562, 0.9999220371246338, 0.9999990463256836, 0.9999997615814209]",License Plate,51G47281,Vietnam,0.99999988079071,{'score': 0.12392044812440872},{'score': 0.04404560104012489},{'score': 0.1587686687707901},{'score': 0.0005367113626562059},{'score': 0.004266007803380489},{'score': 0.0016641209367662668},{'score': 0.6667984127998352}
lp_train_2917,0.845317006111145,0,"[130.46112060546875, 127.8769760131836, 241.8712921142578, 172.251220703125]","[131, 129, 239, 166]","[0.2775423728813559, 0.42574257425742573, 0.5063559322033898, 0.5478547854785478]","[0.9999134540557861, 0.9999363422393799, 0.9996515512466431, 0.999910831451416, 0.9995796084403992, 0.9999204874038696, 0.9999725818634033, 0.9999786615371704, 0.9999991655349731, 0.9999996423721313]",License Plate,51G37307,Vietnam,0.999999165534973,{'score': 0.06880558282136917},{'score': 0.04513455554842949},{'score': 0.20781348645687103},{'score': 0.0033343529794365168},{'score': 0.012865164317190647},{'score': 0.0049654338508844376},{'score': 0.6570814251899719}
lp_train_2918,0.852006673812866,0,"[150.1897430419922, 97.209716796875, 263.7237548828125, 159.07986450195312]","[151, 100, 260, 152]","[0.3199152542372881, 0.33003300330033003, 0.5508474576271186, 0.5016501650165016]","[0.9999227523803711, 0.9999860525131226, 0.999993085861206, 0.9999669790267944, 0.9999176263809204, 0.9999839067459106, 0.9999474287033081, 0.9998975992202759, 0.9999967813491821, 0.9999992847442627]",License Plate,51A72078,Vietnam,1,{'score': 0.0756225660443306},{'score': 0.031526461243629456},{'score': 0.12732429802417755},{'score': 0.0015627185348421335},{'score': 0.006290804594755173},{'score': 0.0012336234794929624},{'score': 0.7564395070075989}
lp_train_2919,0.526895880699158,0,"[213.2987060546875, 155.08973693847656, 256.5298156738281, 168.22579956054688]","[215, 155, 255, 166]","[0.4555084745762712, 0.5115511551155115, 0.5402542372881356, 0.5478547854785478]","[0.48292043805122375, 0.5367200374603271, 0.6805999279022217, 0.3805616497993469, 0.6011819243431091, 0.47367343306541443, 0.7746567726135254, 0.9662943482398987, 0.9983323216438293, 0.999528169631958]",License Plate,2ZY6400,Greece,0.930553257465363,{'score': 0.2747879922389984},{'score': 0.020997587591409683},{'score': 0.33897051215171814},{'score': 0.10896486043930054},{'score': 0.2428504079580307},{'score': 0.006967524532228708},{'score': 0.0064610508270561695}
lp_train_292,0.966554343700409,0,"[8.867023468017578, 77.30093383789062, 275.2347106933594, 208.28074645996094]","[7, 73, 280, 215]","[0.02464788732394366, 0.25704225352112675, 0.9859154929577465, 0.7570422535211268]","[0.999873161315918, 0.9999022483825684, 0.9999247789382935, 0.9996892213821411, 0.9998950958251953, 0.9998194575309753, 0.9998400211334229, 0.9999856948852539, 0.9999948740005493, 0.999996542930603]",License Plate,HBL7415,Mexico,0.999262511730194,{'score': 0.007399136200547218},{'score': 0.0013485678937286139},{'score': 0.004302899353206158},{'score': 0.00026342947967350483},{'score': 0.0016506807878613472},{'score': 0.004433996044099331},{'score': 0.9806013107299805}
lp_train_2920,0.872291088104248,0,"[193.69068908691406, 124.9454116821289, 305.9796142578125, 165.38525390625]","[192, 122, 303, 167]","[0.4067796610169492, 0.40264026402640263, 0.6419491525423728, 0.5511551155115512]","[0.9999344348907471, 0.9999867677688599, 0.9999958276748657, 0.9999691247940063, 0.9999399185180664, 0.9999364614486694, 0.9999498128890991, 0.9999772310256958, 0.9999933242797852, 0.999998927116394]",License Plate,51A77529,Vietnam,0.99999988079071,{'score': 0.13291659951210022},{'score': 0.032910026609897614},{'score': 0.4768613874912262},{'score': 0.003274071030318737},{'score': 0.007014463655650616},{'score': 0.004150766879320145},{'score': 0.3428727686405182}
lp_train_2921,0.849043607711792,0,"[138.40672302246094, 226.45919799804688, 250.74867248535156, 263.6171569824219]","[142, 229, 246, 260]","[0.3008474576271186, 0.7557755775577558, 0.5211864406779662, 0.858085808580858]","[0.9968578815460205, 0.99994957447052, 0.9998300075531006, 0.9999445676803589, 0.9998468160629272, 0.9998074173927307, 0.9999103546142578, 0.9999760389328003, 0.999997615814209, 0.9999990463256836]",License Plate,51F88270,Vietnam,0.99999988079071,{'score': 0.1696050763130188},{'score': 0.0140024833381176},{'score': 0.5843749046325684},{'score': 0.0010134702315554023},{'score': 0.003577990923076868},{'score': 0.0048367478884756565},{'score': 0.2225894331932068}
lp_train_2922,0.848808228969574,0,"[112.49575805664062, 241.88473510742188, 197.00567626953125, 270.1981506347656]","[113, 243, 195, 268]","[0.23940677966101695, 0.801980198019802, 0.413135593220339, 0.8844884488448845]","[0.9996569156646729, 0.9999101161956787, 0.9996578693389893, 0.9999387264251709, 0.9997530579566956, 0.9997588992118835, 0.9999111890792847, 0.9999558925628662, 0.9999982118606567, 0.9999994039535522]",License Plate,51F88270,Vietnam,0.99999988079071,{'score': 0.4606914520263672},{'score': 0.14181359112262726},{'score': 0.36558008193969727},{'score': 0.007385673467069864},{'score': 0.007063958793878555},{'score': 0.006512652616947889},{'score': 0.010952670127153397}
lp_train_2923,0.523774027824402,0,"[144.19326782226562, 122.406494140625, 256.5072326660156, 190.4815216064453]","[147, 121, 252, 186]","[0.3114406779661017, 0.39933993399339934, 0.5338983050847458, 0.6138613861386139]","[0.9959564805030823, 0.9999016523361206, 0.9998824596405029, 0.9999113082885742, 0.999568521976471, 0.9998201727867126, 0.9998952150344849, 0.9999370574951172, 0.9999885559082031, 0.9999967813491821]",License Plate,51F88270,Vietnam,0.999999761581421,{'score': 0.08416683971881866},{'score': 0.0335124135017395},{'score': 0.3916020393371582},{'score': 0.0009498873841948807},{'score': 0.002743316115811467},{'score': 0.0018023184966295958},{'score': 0.48522329330444336}
lp_train_2924,0.848594188690186,0,"[281.4485778808594, 223.23690795898438, 369.11181640625, 264.8946838378906]","[285, 225, 365, 262]","[0.6038135593220338, 0.7425742574257426, 0.7733050847457628, 0.8646864686468647]","[0.9998958110809326, 0.9999542236328125, 0.9997993111610413, 0.9999030828475952, 0.9997891783714294, 0.9998418092727661, 0.9999278783798218, 0.9999375343322754, 0.9999858140945435, 0.9999953508377075]",License Plate,51F88270,Vietnam,1,{'score': 0.22142378985881805},{'score': 0.06539446860551834},{'score': 0.4877638816833496},{'score': 0.003472913522273302},{'score': 0.006641703192144632},{'score': 0.002085238229483366},{'score': 0.21321795880794525}
lp_train_2925,0.846158146858215,0,"[132.79298400878906, 109.1430892944336, 243.3790283203125, 144.21507263183594]","[135, 111, 240, 139]","[0.2860169491525424, 0.36633663366336633, 0.5084745762711864, 0.45874587458745875]","[0.9986903071403503, 0.9999656677246094, 0.9998154044151306, 0.9999496936798096, 0.9998711347579956, 0.9997832179069519, 0.9999463558197021, 0.999976396560669, 0.9999988079071045, 0.9999995231628418]",License Plate,51F88270,Vietnam,0.99999988079071,{'score': 0.0617220513522625},{'score': 0.05103642866015434},{'score': 0.3000524342060089},{'score': 0.000582031556405127},{'score': 0.0012789764441549778},{'score': 0.002099833684042096},{'score': 0.5832282304763794}
