,bbox,bbox_norm,confidence,label,text,region,region_confidence,file_name
1403,"[2, 100, 4, 35]","[0.019417475728155338, 0.970873786407767, 0.11428571428571428, 1.0]","[0.9998332262039185, 0.9999173879623413, 0.9992024302482605, 0.9999089241027832, 0.9998917579650879, 0.9998563528060913, 0.9998452663421631, 0.9998388290405273, 0.9999969005584717, 0.999998927116394]",License Plate,51G31691,Vietnam,0.9999994039535522,lp_train_2114
1404,"[3, 129, 4, 38]","[0.022727272727272728, 0.9772727272727273, 0.09523809523809523, 0.9047619047619048]","[0.9998164772987366, 0.9999561309814453, 0.9997617602348328, 0.9998588562011719, 0.9995959401130676, 0.9997606873512268, 0.9999141693115234, 0.9999761581420898, 0.9999936819076538, 0.9999990463256836]",License Plate,51G43630,Vietnam,0.9999994039535522,lp_train_2115
1405,"[1, 41, 3, 15]","[0.023809523809523808, 0.9761904761904762, 0.1875, 0.9375]","[0.9997015595436096, 0.9979538917541504, 0.5323883295059204, 0.9978951215744019, 0.861125648021698, 0.7248952388763428, 0.9592756032943726, 0.9231505393981934, 0.9970821738243103, 0.999974250793457]",License Plate,51F07873,Vietnam,0.9998268485069275,lp_train_2116
1406,"[1, 115, 6, 40]","[0.008064516129032258, 0.9274193548387096, 0.14634146341463414, 0.975609756097561]","[0.999161958694458, 0.5842943787574768, 0.9998753070831299, 0.9999194145202637, 0.9998663663864136, 0.9997046589851379, 0.9983383417129517, 0.9998993873596191, 0.9999817609786987, 0.999990701675415]",License Plate,5DZ1630,Vietnam,0.9995014667510986,lp_train_2117
1407,"[3, 109, 3, 58]","[0.026785714285714284, 0.9732142857142857, 0.04918032786885246, 0.9508196721311475]","[0.9998952150344849, 0.9999819993972778, 0.9999945163726807, 0.9999747276306152, 0.999884843826294, 0.9998754262924194, 0.9999262094497681, 0.9999831914901733, 0.9999269247055054, 0.9999961853027344]",License Plate,51A45974,Vietnam,0.9999996423721313,lp_train_2118
1408,"[4, 138, 2, 40]","[0.028169014084507043, 0.971830985915493, 0.05, 1.0]","[0.8925158381462097, 0.9996030926704407, 0.9956991672515869, 0.9995771050453186, 0.9997938275337219, 0.9997394680976868, 0.999583899974823, 0.9995918869972229, 0.9999885559082031, 0.9999959468841553]",License Plate,51G51332,Vietnam,0.9999990463256836,lp_train_2119
1409,"[0, 669, 36, 345]","[0.0, 1.0, 0.10344827586206896, 0.9913793103448276]","[0.20320600271224976, 0.998877227306366, 0.9977453351020813, 0.9999336004257202, 0.9997555613517761, 0.999566376209259, 0.9994524121284485, 0.9999465942382812, 0.999975323677063, 0.9999724626541138]",License Plate,ZEZ1276,Mexico,0.9999982118606567,lp_train_212
1410,"[5, 124, 4, 36]","[0.03968253968253968, 0.9841269841269841, 0.10526315789473684, 0.9473684210526315]","[0.9999245405197144, 0.999885082244873, 0.9996104836463928, 0.9999390840530396, 0.9999217987060547, 0.999829888343811, 0.9997499585151672, 0.9997733235359192, 0.9999666213989258, 0.9999920129776001]",License Plate,51G51332,Vietnam,0.9999983310699463,lp_train_2120
1411,"[1, 51, 1, 13]","[0.019230769230769232, 0.9807692307692307, 0.07142857142857142, 0.9285714285714286]","[0.9894638061523438, 0.9983941912651062, 0.9984526634216309, 0.7243683934211731, 0.9963395595550537, 0.9985381364822388, 0.9975292086601257, 0.990639328956604, 0.999794065952301, 0.9999645948410034]",License Plate,51F81712,Vietnam,0.9999814033508301,lp_train_2121
1412,"[1, 101, 5, 41]","[0.009708737864077669, 0.9805825242718447, 0.11904761904761904, 0.9761904761904762]","[0.9999701976776123, 0.9999799728393555, 0.9999942779541016, 0.9998798370361328, 0.9998551607131958, 0.9999150037765503, 0.9998399019241333, 0.9999674558639526, 0.9999977350234985, 0.9999997615814209]",License Plate,60A35981,Vietnam,1.0,lp_train_2122
1413,"[0, 141, 1, 45]","[0.0, 0.9724137931034482, 0.02127659574468085, 0.9574468085106383]","[0.999904990196228, 0.9999040365219116, 0.9997362494468689, 0.9998626708984375, 0.9999203681945801, 0.999985933303833, 0.9998301267623901, 0.9998235106468201, 0.9999762773513794, 0.9999946355819702]",License Plate,51F59011,Vietnam,1.0,lp_train_2123
1414,"[0, 117, 3, 39]","[0.0, 0.9435483870967742, 0.075, 0.975]","[0.18315421044826508, 0.9970356225967407, 0.9983574748039246, 0.998979389667511, 0.9985654950141907, 0.9984574317932129, 0.9989286065101624, 0.9995206594467163, 0.9999361038208008, 0.9999902248382568]",License Plate,52P5688,Vietnam,0.9996658563613892,lp_train_2124
1415,"[1, 105, 2, 36]","[0.009345794392523364, 0.9813084112149533, 0.05405405405405406, 0.972972972972973]","[0.9996315240859985, 0.9999322891235352, 0.9997848868370056, 0.9999821186065674, 0.9996387958526611, 0.9998522996902466, 0.9998119473457336, 0.9999085664749146, 0.9999557733535767, 0.9999954700469971]",License Plate,51F04275,Vietnam,1.0,lp_train_2125
1416,"[2, 135, 3, 33]","[0.014814814814814815, 1.0, 0.08823529411764706, 0.9705882352941176]","[0.9999212026596069, 0.999956488609314, 0.9996988773345947, 0.9999896287918091, 0.9998342990875244, 0.9997779726982117, 0.999908447265625, 0.9998286962509155, 0.9999969005584717, 0.9999990463256836]",License Plate,51F07568,Vietnam,1.0,lp_train_2126
1417,"[0, 141, 0, 89]","[0.0, 0.986013986013986, 0.0, 1.0]","[0.9997933506965637, 0.999984860420227, 0.9999914169311523, 0.9999105930328369, 0.9998939037322998, 0.9998730421066284, 0.9999161958694458, 0.9999358654022217, 0.999988317489624, 0.9999970197677612]",License Plate,51A77529,Vietnam,0.9999998807907104,lp_train_2127
1418,"[1, 45, 1, 13]","[0.02127659574468085, 0.9574468085106383, 0.07142857142857142, 0.9285714285714286]","[0.9963538646697998, 0.998744010925293, 0.9986918568611145, 0.9843718409538269, 0.99871826171875, 0.7447338700294495, 0.9996867179870605, 0.9987630844116211, 0.9999284744262695, 0.9999974966049194]",License Plate,51G42871,Vietnam,0.999994158744812,lp_train_2128
1419,"[1, 131, 2, 37]","[0.007575757575757576, 0.9924242424242424, 0.05263157894736842, 0.9736842105263158]","[0.999829888343811, 0.99991774559021, 0.9996354579925537, 0.9998759031295776, 0.9997580647468567, 0.9998888969421387, 0.999931812286377, 0.9999121427536011, 0.9999969005584717, 0.9999992847442627]",License Plate,51F57493,Vietnam,1.0,lp_train_2129
1420,"[0, 242, 0, 115]","[0.0, 0.9958847736625515, 0.0, 0.9829059829059829]","[0.9999891519546509, 0.9985572695732117, 0.9999735355377197, 0.9999041557312012, 0.9999138116836548, 0.9984610080718994, 0.9999951124191284, 0.9999998807907104, 1.0, 1.0]",License Plate,DK966,United States,0.8284439444541931,lp_train_213
1421,"[0, 110, 0, 45]","[0.0, 0.990990990990991, 0.0, 1.0]","[0.995089590549469, 0.9996122717857361, 0.9988118410110474, 0.9998465776443481, 0.9990726709365845, 0.9998782873153687, 0.9999130964279175, 0.999832272529602, 0.9999971389770508, 0.9999994039535522]",License Plate,71F57493,Vietnam,0.9999996423721313,lp_train_2130
1422,"[1, 130, 1, 35]","[0.007462686567164179, 0.9701492537313433, 0.02857142857142857, 1.0]","[0.9996801614761353, 0.9999452829360962, 0.9992496371269226, 0.9998915195465088, 0.9998383522033691, 0.9999185800552368, 0.9998133778572083, 0.9997550845146179, 0.9999977350234985, 0.9999988079071045]",License Plate,51G31691,Vietnam,0.9999998807907104,lp_train_2131
1423,"[0, 108, 0, 45]","[0.0, 1.0, 0.0, 1.0]","[0.9998875856399536, 0.9999334812164307, 0.9997363686561584, 0.9999017715454102, 0.9998986721038818, 0.9998965263366699, 0.9998834133148193, 0.9994082450866699, 0.9999971389770508, 0.9999991655349731]",License Plate,51G31691,Vietnam,0.9999996423721313,lp_train_2132
1424,"[4, 99, 2, 32]","[0.038461538461538464, 0.9519230769230769, 0.05555555555555555, 0.8888888888888888]","[0.9999097585678101, 0.9999769926071167, 0.9999967813491821, 0.9999946355819702, 0.9998877048492432, 0.9999381303787231, 0.9999182224273682, 0.9999535083770752, 0.9999922513961792, 0.9999973773956299]",License Plate,51A02923,Vietnam,1.0,lp_train_2133
1425,"[0, 115, 6, 47]","[0.0, 0.9913793103448276, 0.1276595744680851, 1.0]","[0.998076319694519, 0.9999024868011475, 0.9996922016143799, 0.999750554561615, 0.9995482563972473, 0.9998427629470825, 0.9998350143432617, 0.9998995065689087, 0.9999908208847046, 0.9999984502792358]",License Plate,51F74776,Vietnam,1.0,lp_train_2134
1426,"[0, 134, 4, 50]","[0.0, 0.9852941176470589, 0.07692307692307693, 0.9615384615384616]","[0.9958099126815796, 0.9998779296875, 0.9996644258499146, 0.9999039173126221, 0.9998055100440979, 0.9998568296432495, 0.9998088479042053, 0.9998283386230469, 0.999991774559021, 0.9999988079071045]",License Plate,51G31691,Vietnam,0.9999998807907104,lp_train_2135
1427,"[0, 116, 2, 31]","[0.0, 1.0, 0.06451612903225806, 1.0]","[0.9934176206588745, 0.9998412132263184, 0.9995777010917664, 0.9997389912605286, 0.9997431635856628, 0.9997813105583191, 0.9998123049736023, 0.9996957778930664, 0.9999933242797852, 0.9999980926513672]",License Plate,51G31691,Vietnam,0.9999918937683105,lp_train_2136
1428,"[0, 89, 0, 26]","[0.0, 0.978021978021978, 0.0, 1.0]","[0.9300536513328552, 0.9998301267623901, 0.9993902444839478, 0.9999785423278809, 0.9992263317108154, 0.9998946189880371, 0.9989057779312134, 0.9998482465744019, 0.99997878074646, 0.9999958276748657]",License Plate,51F07973,Vietnam,0.9999997615814209,lp_train_2137
1429,"[1, 39, 1, 11]","[0.025, 0.975, 0.07692307692307693, 0.8461538461538461]","[0.976445734500885, 0.964089572429657, 0.494991272687912, 0.4949295222759247, 0.4583471417427063, 0.1685759276151657, 0.724889874458313, 0.694071352481842, 0.9900902509689331, 0.9988760352134705]",License Plate,51B4977,Vietnam,0.28935131430625916,lp_train_2138
1430,"[0, 114, 0, 28]","[0.0, 0.991304347826087, 0.0, 0.9655172413793104]","[0.9957084655761719, 0.9999662637710571, 0.9999960660934448, 0.9999831914901733, 0.9998414516448975, 0.9997298121452332, 0.9998811483383179, 0.9998475313186646, 0.999997615814209, 0.9999996423721313]",License Plate,51A16598,Vietnam,0.9999994039535522,lp_train_2139
1431,"[1, 266, 0, 126]","[0.003703703703703704, 0.9851851851851852, 0.0, 0.9692307692307692]","[0.9995152950286865, 0.999340832233429, 0.9149990677833557, 0.9991656541824341, 0.9058193564414978, 0.9935623407363892, 0.9864229559898376, 0.9998877048492432, 0.9999433755874634, 0.9999707937240601]",License Plate,69LL03H,Mexico,0.9999821186065674,lp_train_214
1432,"[1, 111, 0, 33]","[0.008849557522123894, 0.9823008849557522, 0.0, 0.9428571428571428]","[0.9867592453956604, 0.9998880624771118, 0.999306321144104, 0.9998526573181152, 0.9996150732040405, 0.9994117021560669, 0.9998047947883606, 0.9998800754547119, 0.9999902248382568, 0.9999978542327881]",License Plate,51G49539,Vietnam,1.0,lp_train_2140
1433,"[1, 127, 5, 50]","[0.007751937984496124, 0.9844961240310077, 0.1, 1.0]","[0.9999006986618042, 0.9999380111694336, 0.9996823072433472, 0.9999295473098755, 0.9999712705612183, 0.9999278783798218, 0.9997240900993347, 0.9999454021453857, 0.9999932050704956, 0.9999966621398926]",License Plate,51F20754,Vietnam,1.0,lp_train_2141
1434,"[0, 125, 2, 35]","[0.0, 0.9920634920634921, 0.05714285714285714, 1.0]","[0.9998219609260559, 0.9999271631240845, 0.9993997812271118, 0.9998862743377686, 0.9999481439590454, 0.9999088048934937, 0.9996877908706665, 0.9998903274536133, 0.9999967813491821, 0.9999980926513672]",License Plate,51F20754,Vietnam,1.0,lp_train_2142
1435,"[2, 103, 3, 32]","[0.01904761904761905, 0.9809523809523809, 0.08823529411764706, 0.9411764705882353]","[0.9998291730880737, 0.9999178647994995, 0.9994444251060486, 0.9999055862426758, 0.9997896552085876, 0.9998525381088257, 0.9997469782829285, 0.9998101592063904, 0.9999948740005493, 0.9999986886978149]",License Plate,51F31118,Vietnam,0.9999996423721313,lp_train_2143
1436,"[1, 120, 6, 43]","[0.008333333333333333, 1.0, 0.12, 0.86]","[0.9999107122421265, 0.9999731779098511, 0.9997677206993103, 0.9998052716255188, 0.9999275207519531, 0.999906063079834, 0.9999545812606812, 0.9995613694190979, 0.999751627445221, 0.9997965693473816]",License Plate,50LD04411,Vietnam,1.0,lp_train_2144
1437,"[0, 46, 1, 15]","[0.0, 0.9583333333333334, 0.058823529411764705, 0.8823529411764706]","[0.9014327526092529, 0.9973440766334534, 0.993862509727478, 0.9944979548454285, 0.9967419505119324, 0.9961429238319397, 0.9989476799964905, 0.9997358918190002, 0.9999798536300659, 0.9999896287918091]",License Plate,IG37307,Israel,0.6032195091247559,lp_train_2145
1438,"[3, 116, 5, 36]","[0.025423728813559324, 0.9830508474576272, 0.13157894736842105, 0.9473684210526315]","[0.9999228715896606, 0.9999814033508301, 0.9999927282333374, 0.9999637603759766, 0.9998319149017334, 0.999901533126831, 0.9999583959579468, 0.9999209642410278, 0.9999929666519165, 0.9999967813491821]",License Plate,51A85325,Vietnam,0.9999715089797974,lp_train_2146
1439,"[1, 118, 5, 35]","[0.00847457627118644, 1.0, 0.14285714285714285, 1.0]","[0.9998489618301392, 0.9999755620956421, 0.9999842643737793, 0.9999151229858398, 0.999813973903656, 0.999861478805542, 0.9999314546585083, 0.9999202489852905, 0.9999961853027344, 0.9999982118606567]",License Plate,51A85325,Vietnam,0.9999892711639404,lp_train_2147
1440,"[0, 116, 0, 44]","[0.0, 0.9914529914529915, 0.0, 1.0]","[0.9997628331184387, 0.999943733215332, 0.9998639822006226, 0.9999656677246094, 0.9997766613960266, 0.9999029636383057, 0.9999829530715942, 0.9998997449874878, 0.999998927116394, 0.9999997615814209]",License Plate,51F82606,Vietnam,0.9999997615814209,lp_train_2148
1441,"[1, 106, 3, 37]","[0.009009009009009009, 0.954954954954955, 0.07894736842105263, 0.9736842105263158]","[0.9980815649032593, 0.9999243021011353, 0.9987164735794067, 0.9999387264251709, 0.9998739957809448, 0.9997910857200623, 0.9998775720596313, 0.9997202754020691, 0.9999738931655884, 0.9999910593032837]",License Plate,51G51292,Vietnam,0.9999998807907104,lp_train_2149
1442,"[0, 236, 0, 114]","[0.0, 0.9874476987447699, 0.0, 0.991304347826087]","[0.6215565204620361, 0.9982282519340515, 0.9991618394851685, 0.9984943866729736, 0.9986931681632996, 0.9994007349014282, 0.9958064556121826, 0.9999701976776123, 0.9999949932098389, 0.9999969005584717]",License Plate,05F339,United States,0.9853561520576477,lp_train_215
1443,"[0, 99, 1, 30]","[0.0, 0.99, 0.03333333333333333, 1.0]","[0.9955326318740845, 0.9999127388000488, 0.9997493624687195, 0.9999308586120605, 0.9998384714126587, 0.9997212290763855, 0.9997726082801819, 0.9997902512550354, 0.9999810457229614, 0.9999940395355225]",License Plate,51G51292,Vietnam,0.9999978542327881,lp_train_2150
1444,"[1, 95, 1, 35]","[0.009900990099009901, 0.9405940594059405, 0.02702702702702703, 0.9459459459459459]","[0.9997026324272156, 0.9999510049819946, 0.9996316432952881, 0.9999086856842041, 0.9997829794883728, 0.9999785423278809, 0.9998345375061035, 0.999955415725708, 0.999993085861206, 0.999997615814209]",License Plate,51F73029,Vietnam,1.0,lp_train_2151
1445,"[1, 91, 2, 24]","[0.010869565217391304, 0.9891304347826086, 0.07692307692307693, 0.9230769230769231]","[0.9995577931404114, 0.9999059438705444, 0.9997057318687439, 0.9998903274536133, 0.9997585415840149, 0.9998772144317627, 0.9997994303703308, 0.9999593496322632, 0.9999955892562866, 0.9999985694885254]",License Plate,51F73029,Vietnam,0.9999998807907104,lp_train_2152
1446,NA,NA,NA,NA,NA,NA,NA,lp_train_2153
1447,"[0, 97, 0, 30]","[0.0, 0.9797979797979798, 0.0, 0.967741935483871]","[0.9998648166656494, 0.9999769926071167, 0.9999922513961792, 0.9998160004615784, 0.9998200535774231, 0.9999080896377563, 0.9997856020927429, 0.9999306201934814, 0.9999984502792358, 0.9999996423721313]",License Plate,60A39951,Vietnam,1.0,lp_train_2154
1448,"[1, 121, 2, 32]","[0.00819672131147541, 0.9918032786885246, 0.05714285714285714, 0.9142857142857143]","[0.9998706579208374, 0.9999449253082275, 0.9997759461402893, 0.9999896287918091, 0.9998359680175781, 0.9997338652610779, 0.9997466206550598, 0.9998577833175659, 0.9999895095825195, 0.9999963045120239]",License Plate,51F06532,Vietnam,1.0,lp_train_2155
1449,"[3, 128, 4, 36]","[0.0234375, 1.0, 0.10810810810810811, 0.972972972972973]","[0.9998867511749268, 0.9999333620071411, 0.9997865557670593, 0.9999899864196777, 0.9997625946998596, 0.9996789693832397, 0.9997724890708923, 0.999871015548706, 0.9999973773956299, 0.9999991655349731]",License Plate,51F06532,Vietnam,1.0,lp_train_2156
1450,NA,NA,NA,NA,NA,NA,NA,lp_train_2157
1451,"[1, 99, 5, 40]","[0.01, 0.99, 0.12195121951219512, 0.975609756097561]","[0.999836802482605, 0.9999778270721436, 0.9999853372573853, 0.9998595714569092, 0.9999089241027832, 0.9998688697814941, 0.9999343156814575, 0.9999457597732544, 0.9999957084655762, 0.9999986886978149]",License Plate,51A77529,Vietnam,0.999997615814209,lp_train_2158
1452,"[5, 115, 6, 37]","[0.04065040650406504, 0.9349593495934959, 0.14634146341463414, 0.9024390243902439]","[0.999956488609314, 0.9998753070831299, 0.9999955892562866, 0.9999892711639404, 0.9998582601547241, 0.9999487400054932, 0.9999598264694214, 0.9999306201934814, 0.9999774694442749, 0.9999953508377075]",License Plate,62A05772,Vietnam,1.0,lp_train_2159
1453,"[0, 679, 3, 311]","[0.0, 1.0, 0.00964630225080386, 1.0]","[0.9494664072990417, 0.9901553392410278, 0.9974617958068848, 0.868817925453186, 0.988610565662384, 0.9933456182479858, 0.9798707962036133, 0.996567964553833, 0.9997076392173767, 0.999765932559967]",License Plate,838555E,United States,0.9870779514312744,lp_train_216
1454,"[1, 76, 0, 23]","[0.012987012987012988, 0.987012987012987, 0.0, 1.0]","[0.999896764755249, 0.9999357461929321, 0.9997121691703796, 0.9999164342880249, 0.9998646974563599, 0.9999396800994873, 0.9999510049819946, 0.9997056126594543, 0.9999992847442627, 0.9999998807907104]",License Plate,51G51008,Vietnam,0.9999998807907104,lp_train_2160
1455,"[1, 51, 2, 16]","[0.019230769230769232, 0.9807692307692307, 0.11764705882352941, 0.9411764705882353]","[0.9338760375976562, 0.9945751428604126, 0.9989973902702332, 0.9652243852615356, 0.9998201727867126, 0.9996334314346313, 0.9997879862785339, 0.9997780919075012, 0.9999624490737915, 0.9999933242797852]",License Plate,51F62170,Vietnam,1.0,lp_train_2161
1456,"[0, 118, 1, 38]","[0.0, 0.9915966386554622, 0.02631578947368421, 1.0]","[0.9991412162780762, 0.999893307685852, 0.9994109869003296, 0.9997895359992981, 0.999680757522583, 0.9999477863311768, 0.9998558759689331, 0.9999176263809204, 0.9999856948852539, 0.9999959468841553]",License Plate,51F22029,Vietnam,0.9999959468841553,lp_train_2162
1457,"[1, 144, 3, 45]","[0.006802721088435374, 0.9795918367346939, 0.0625, 0.9375]","[0.999714195728302, 0.9999294281005859, 0.9997497200965881, 0.9998836517333984, 0.9999324083328247, 0.9998617172241211, 0.9998730421066284, 0.9999152421951294, 0.9999986886978149, 0.9999995231628418]",License Plate,51F59881,Vietnam,1.0,lp_train_2163
1458,"[1, 121, 0, 45]","[0.008064516129032258, 0.9758064516129032, 0.0, 1.0]","[0.9950752854347229, 0.9999779462814331, 0.9999955892562866, 0.9999947547912598, 0.9999704360961914, 0.9999396800994873, 0.9999921321868896, 0.9999630451202393, 0.9999821186065674, 0.9999969005584717]",License Plate,51A01204,Vietnam,1.0,lp_train_2164
1459,"[1, 136, 5, 53]","[0.007246376811594203, 0.9855072463768116, 0.08620689655172414, 0.9137931034482759]","[0.9998795986175537, 0.9999165534973145, 0.9997140765190125, 0.999937891960144, 0.9997819066047668, 0.9998462200164795, 0.9997559189796448, 0.9999445676803589, 0.9999865293502808, 0.9999972581863403]",License Plate,51F61712,Vietnam,1.0,lp_train_2165
1460,"[2, 117, 15, 85]","[0.017094017094017096, 1.0, 0.16666666666666666, 0.9444444444444444]","[0.9992204904556274, 0.9999338388442993, 0.9997976422309875, 0.9999427795410156, 0.999824583530426, 0.9998843669891357, 0.9997263550758362, 0.9998732805252075, 0.99997878074646, 0.9999927282333374]",License Plate,51F88270,Vietnam,0.9999997615814209,lp_train_2166
1461,NA,NA,NA,NA,NA,NA,NA,lp_train_2167
1462,"[2, 133, 8, 52]","[0.014598540145985401, 0.9708029197080292, 0.14035087719298245, 0.9122807017543859]","[0.9999034404754639, 0.999963641166687, 0.9998409748077393, 0.9999229907989502, 0.9998434782028198, 0.9998542070388794, 0.9998377561569214, 0.9996670484542847, 0.9999986886978149, 0.9999997615814209]",License Plate,51F86988,Vietnam,1.0,lp_train_2168
1463,"[1, 128, 11, 58]","[0.007633587786259542, 0.9770992366412213, 0.1774193548387097, 0.9354838709677419]","[0.9992990493774414, 0.9999687671661377, 0.9999940395355225, 0.9999632835388184, 0.9999349117279053, 0.9999572038650513, 0.9999598264694214, 0.9999485015869141, 0.9999955892562866, 0.9999983310699463]",License Plate,51A69172,Vietnam,1.0,lp_train_2169
1464,"[0, 243, 0, 118]","[0.0, 1.0, 0.0, 1.0]","[0.5565769076347351, 0.9979871511459351, 0.9998399019241333, 0.9998937845230103, 0.999432384967804, 0.9990754127502441, 0.9966553449630737, 0.9997599720954895, 0.9999240636825562, 0.9999628067016602]",License Plate,101A282,Bosnia and Herzegovina,0.7810265421867371,lp_train_217
1465,"[1, 126, 7, 48]","[0.007633587786259542, 0.9618320610687023, 0.1346153846153846, 0.9230769230769231]","[0.9998428821563721, 0.9999550580978394, 0.9999041557312012, 0.9999861717224121, 0.9999738931655884, 0.9999003410339355, 0.9999815225601196, 0.9999643564224243, 0.9999983310699463, 0.9999995231628418]",License Plate,51G10209,Vietnam,1.0,lp_train_2170
1466,"[0, 127, 4, 51]","[0.0, 0.9407407407407408, 0.07692307692307693, 0.9807692307692307]","[0.999866247177124, 0.9999661445617676, 0.9998289346694946, 0.9999566078186035, 0.9999179840087891, 0.999984622001648, 0.9999059438705444, 0.9998979568481445, 0.9999994039535522, 0.9999997615814209]",License Plate,51G51008,Vietnam,1.0,lp_train_2171
1467,"[5, 116, 10, 73]","[0.042735042735042736, 0.9914529914529915, 0.13333333333333333, 0.9733333333333334]","[0.9996633529663086, 0.999921441078186, 0.9996991157531738, 0.999906063079834, 0.9993910789489746, 0.9998052716255188, 0.999974250793457, 0.9998407363891602, 0.9999959468841553, 0.9999990463256836]",License Plate,51F24403,Vietnam,1.0,lp_train_2172
1468,"[1, 126, 5, 54]","[0.0078125, 0.984375, 0.08196721311475409, 0.8852459016393442]","[0.9998699426651001, 0.9999356269836426, 0.9997512698173523, 0.999931812286377, 0.999934196472168, 0.9998321533203125, 0.9998395442962646, 0.9999020099639893, 0.9999972581863403, 0.9999990463256836]",License Plate,51G51332,Vietnam,1.0,lp_train_2173
1469,"[1, 125, 5, 38]","[0.0078125, 0.9765625, 0.11904761904761904, 0.9047619047619048]","[0.9981898665428162, 0.9998831748962402, 0.9993973970413208, 0.9999352693557739, 0.9994695782661438, 0.9988942742347717, 0.9998321533203125, 0.9998669624328613, 0.9999964237213135, 0.9999992847442627]",License Plate,51F15585,Vietnam,1.0,lp_train_2174
1470,"[0, 114, 1, 45]","[0.0, 0.9743589743589743, 0.022222222222222223, 1.0]","[0.999622106552124, 0.9999396800994873, 0.9994588494300842, 0.9999581575393677, 0.9993690848350525, 0.9992934465408325, 0.9997969269752502, 0.9998677968978882, 0.9999992847442627, 0.9999997615814209]",License Plate,51F15585,Vietnam,1.0,lp_train_2175
1471,NA,NA,NA,NA,NA,NA,NA,lp_train_2176
1472,"[6, 161, 4, 51]","[0.03636363636363636, 0.9757575757575757, 0.07142857142857142, 0.9107142857142857]","[0.9999462366104126, 0.9999227523803711, 0.9998993873596191, 0.9997140765190125, 0.9998584985733032, 0.9998248219490051, 0.999238133430481, 0.9999892711639404, 0.9999979734420776, 0.999998927116394]",License Plate,30V3993,Vietnam,0.9999961853027344,lp_train_2177
1473,"[2, 132, 4, 98]","[0.014925373134328358, 0.9850746268656716, 0.038834951456310676, 0.9514563106796117]","[0.9997826218605042, 0.9999641180038452, 0.9998452663421631, 0.9999629259109497, 0.9999359846115112, 0.999891996383667, 0.9999314546585083, 0.9999676942825317, 0.9999935626983643, 0.9999988079071045]",License Plate,51G21797,Vietnam,1.0,lp_train_2178
1474,"[0, 94, 0, 21]","[0.0, 0.9894736842105263, 0.0, 1.0]","[0.5743377804756165, 0.9998717308044434, 0.9999920129776001, 0.9999312162399292, 0.9998540878295898, 0.9999408721923828, 0.9998904466629028, 0.9998242259025574, 0.9999804496765137, 0.9999966621398926]",License Plate,66A06844,Vietnam,1.0,lp_train_2179
1475,"[3, 1221, 0, 581]","[0.0024449877750611247, 0.9951100244498777, 0.0, 1.0]","[0.2465890645980835, 0.9998934268951416, 0.9998440742492676, 0.9999608993530273, 0.9998717308044434, 0.9999103546142578, 0.9991803765296936, 0.9999268054962158, 0.9999978542327881, 0.9999985694885254]",License Plate,FEN1796,United States,0.9514634609222412,lp_train_218
1476,"[0, 103, 4, 36]","[0.0, 1.0, 0.10810810810810811, 0.972972972972973]","[0.9954103827476501, 0.9998540878295898, 0.9996292591094971, 0.999864935874939, 0.9995966553688049, 0.9997928738594055, 0.999848484992981, 0.9998859167098999, 0.9999771118164062, 0.9999938011169434]",License Plate,51F24476,Vietnam,1.0,lp_train_2180
1477,NA,NA,NA,NA,NA,NA,NA,lp_train_2181
1478,"[0, 95, 0, 29]","[0.0, 0.9895833333333334, 0.0, 1.0]","[0.9997197985649109, 0.9997270703315735, 0.9997065663337708, 0.9992715716362, 0.9998500347137451, 0.9999624490737915, 0.9998743534088135, 0.999881386756897, 0.9994500279426575, 0.9998300075531006]",License Plate,93LD00103,Vietnam,0.999991774559021,lp_train_2182
1479,"[1, 52, 1, 16]","[0.018867924528301886, 0.9811320754716981, 0.058823529411764705, 0.9411764705882353]","[0.9949064254760742, 0.9389556050300598, 0.9994161128997803, 0.9995180368423462, 0.998992383480072, 0.9970212578773499, 0.9998526573181152, 0.9999649524688721, 0.9999910593032837, 0.9999959468841553]",License Plate,5ZY6490,Vietnam,0.7507649660110474,lp_train_2183
1480,"[6, 129, 0, 33]","[0.045454545454545456, 0.9772727272727273, 0.0, 1.0]","[0.999836802482605, 0.9999704360961914, 0.999990701675415, 0.9999397993087769, 0.9998751878738403, 0.9998515844345093, 0.9999147653579712, 0.9998857975006104, 0.9999920129776001, 0.9999974966049194]",License Plate,51A85325,Vietnam,0.9999990463256836,lp_train_2184
1481,"[0, 140, 8, 63]","[0.0, 0.9655172413793104, 0.12307692307692308, 0.9692307692307692]","[0.9957962036132812, 0.9999669790267944, 0.9999921321868896, 0.9999455213546753, 0.9998815059661865, 0.9998464584350586, 0.9999046325683594, 0.9998795986175537, 0.9999929666519165, 0.9999964237213135]",License Plate,51A85325,Vietnam,0.9999995231628418,lp_train_2185
1482,"[1, 131, 16, 104]","[0.007407407407407408, 0.9703703703703703, 0.14953271028037382, 0.9719626168224299]","[0.9998780488967896, 0.999933123588562, 0.9996442794799805, 0.9999469518661499, 0.9994742274284363, 0.9999033212661743, 0.9997507929801941, 0.9999746084213257, 0.9999982118606567, 0.9999996423721313]",License Plate,51F64619,Vietnam,0.9999998807907104,lp_train_2186
