Original_Image,Review_Status,Saved_Path
lp_train_1597.jpg,Yes,C:\Users\Installer\Downloads\Yes_lp_train_1597.jpg
lp_train_1927.jpg,Yes,C:\Users\Installer\Downloads\Yes_lp_train_1927.jpg
lp_train_958.jpg,Yes,C:\Users\Installer\Downloads\Yes_lp_train_958.jpg
lp_train_4023.jpg,Yes,C:\Users\Installer\Downloads\Yes_lp_train_4023.jpg
lp_train_3273.jpg,Yes,C:\Users\Installer\Downloads\Yes_lp_train_3273.jpg
lp_train_397.jpg,Yes,C:\Users\Installer\Downloads\Yes_lp_train_397.jpg
lp_train_1414.jpg,Yes,C:\Users\Installer\Downloads\Yes_lp_train_1414.jpg
lp_train_2837.jpg,Yes,C:\Users\Installer\Downloads\Yes_lp_train_2837.jpg
lp_train_2556.jpg,No,C:\Users\Installer\Downloads\No_lp_train_2556.jpg
lp_train_083.jpg,Yes,C:\Users\Installer\Downloads\Yes_lp_train_083.jpg
lp_train_6431.jpg,Yes,C:\Users\Installer\Downloads\Yes_lp_train_6431.jpg
lp_train_849.jpg,Yes,C:\Users\Installer\Downloads\Yes_lp_train_849.jpg
lp_train_3146.jpg,Yes,C:\Users\Installer\Downloads\Yes_lp_train_3146.jpg
lp_train_263.jpg,Yes,C:\Users\Installer\Downloads\Yes_lp_train_263.jpg
lp_train_4322.jpg,Yes,C:\Users\Installer\Downloads\Yes_lp_train_4322.jpg
lp_train_715.jpg,Yes,C:\Users\Installer\Downloads\Yes_lp_train_715.jpg
lp_train_6327.jpg,Yes,C:\Users\Installer\Downloads\Yes_lp_train_6327.jpg
lp_train_3753.jpg,No,C:\Users\Installer\Downloads\No_lp_train_3753.jpg
lp_train_7032.jpg,Yes,C:\Users\Installer\Downloads\Yes_lp_train_7032.jpg
lp_train_4635.jpg,Yes,C:\Users\Installer\Downloads\Yes_lp_train_4635.jpg
lp_train_1015.jpg,Yes,C:\Users\Installer\Downloads\Yes_lp_train_1015.jpg
lp_train_6699.jpg,Yes,C:\Users\Installer\Downloads\Yes_lp_train_6699.jpg
lp_train_3082.jpg,Yes,C:\Users\Installer\Downloads\Yes_lp_train_3082.jpg
lp_train_4950.jpg,Yes,C:\Users\Installer\Downloads\Yes_lp_train_4950.jpg
lp_train_3187.jpg,Yes,C:\Users\Installer\Downloads\Yes_lp_train_3187.jpg
lp_train_121.jpg,Yes,C:\Users\Installer\Downloads\Yes_lp_train_121.jpg
lp_train_1538.jpg,Yes,C:\Users\Installer\Downloads\Yes_lp_train_1538.jpg
lp_train_455.jpg,Yes,C:\Users\Installer\Downloads\Yes_lp_train_455.jpg
lp_train_3194.jpg,Yes,C:\Users\Installer\Downloads\Yes_lp_train_3194.jpg
lp_train_1571.jpg,Yes,C:\Users\Installer\Downloads\Yes_lp_train_1571.jpg
lp_train_3226.jpg,No,C:\Users\Installer\Downloads\No_lp_train_3226.jpg
lp_train_6476.jpg,Yes,C:\Users\Installer\Downloads\Yes_lp_train_6476.jpg
lp_train_6663.jpg,Yes,C:\Users\Installer\Downloads\Yes_lp_train_6663.jpg
lp_train_1095.jpg,Yes,C:\Users\Installer\Downloads\Yes_lp_train_1095.jpg
lp_train_5302.jpg,Yes,C:\Users\Installer\Downloads\Yes_lp_train_5302.jpg
lp_train_6776.jpg,Yes,C:\Users\Installer\Downloads\Yes_lp_train_6776.jpg
lp_train_5402.jpg,Yes,C:\Users\Installer\Downloads\Yes_lp_train_5402.jpg
lp_train_4923.jpg,Yes,C:\Users\Installer\Downloads\Yes_lp_train_4923.jpg
lp_train_1651.jpg,Yes,C:\Users\Installer\Downloads\Yes_lp_train_1651.jpg
lp_train_6559.jpg,Yes,C:\Users\Installer\Downloads\Yes_lp_train_6559.jpg
lp_train_6324.jpg,Yes,C:\Users\Installer\Downloads\Yes_lp_train_6324.jpg
lp_train_281.jpg,No,C:\Users\Installer\Downloads\No_lp_train_281.jpg
