,bbox,confidence,label,text,region,region_confidence,file_path
702,"[7, 63, 12, 40]","[0.7472475171089172, 0.18873760104179382, 0.5726779103279114, 0.45407697558403015, 0.4928728938102722, 0.8786064982414246, 0.7633385062217712, 0.9893407225608826, 0.9953418970108032, 0.9958015084266663]",License Plate,4A3322,United States,0.9609904885292053,lp_train_4884
703,"[3, 91, 5, 32]","[0.9995560050010681, 0.9999504089355469, 0.9999954700469971, 0.9999557733535767, 0.9998821020126343, 0.999955415725708, 0.9999514818191528, 0.9999599456787109, 0.9999934434890747, 0.9999986886978149]",License Plate,51A89714,Vietnam,0.9999992847442627,lp_train_1378
704,"[1, 98, 2, 28]","[0.9998071789741516, 0.9999793767929077, 0.9999969005584717, 0.9999951124191284, 0.9998968839645386, 0.9999189376831055, 0.9999308586120605, 0.9999877214431763, 0.9999784231185913, 0.9999932050704956]",License Plate,51A05227,Vietnam,1.0,lp_train_429
705,"[2, 106, 7, 39]","[0.9998210072517395, 0.9998776912689209, 0.9997197985649109, 0.9999579191207886, 0.9999864101409912, 0.9999929666519165, 0.9999948740005493, 0.9999961853027344, 0.9999974966049194, 0.9999983310699463]",License Plate,V12,Estonia,0.9725807309150696,lp_train_4729
706,"[2, 77, 0, 22]","[0.9998338222503662, 0.9998544454574585, 0.9990715980529785, 0.9998828172683716, 0.9997188448905945, 0.9997192025184631, 0.9946951270103455, 0.9998729228973389, 0.999049723148346, 0.9998981952667236]",License Plate,60LD4379,Vietnam,0.9772769212722778,lp_train_1799
707,"[7, 41, 7, 25]","[0.5763190388679504, 0.800206184387207, 0.7497038841247559, 0.8474395871162415, 0.9834970235824585, 0.9454382658004761, 0.93548184633255, 0.9998247027397156, 0.9999667406082153, 0.999988317489624]",License Plate,CZ70ZEV,United Kingdom,0.9998760223388672,lp_train_4645
708,"[4, 96, 6, 53]","[0.9998424053192139, 0.9999376535415649, 0.9995786547660828, 0.9999762773513794, 0.9995787739753723, 0.9992377758026123, 0.9998288154602051, 0.998938262462616, 0.9999971389770508, 0.9999992847442627]",License Plate,51F15585,Vietnam,1.0,lp_train_3306
709,NA,NA,NA,NA,NA,NA,lp_train_5196
710,NA,NA,NA,NA,NA,NA,lp_train_3346
711,"[2, 130, 1, 65]","[0.9999823570251465, 0.9518678784370422, 0.9999799728393555, 0.9994483590126038, 0.6330388188362122, 0.5972071290016174, 0.9989421963691711, 0.9999904632568359, 0.9999984502792358, 0.9999990463256836]",License Plate,LOLNOOB,United States,0.9765474200248718,lp_train_4599
712,"[2, 98, 0, 24]","[0.9997730851173401, 0.9998432397842407, 0.9998959302902222, 0.999901294708252, 0.9992963075637817, 0.9993663430213928, 0.9999477863311768, 0.9999555349349976, 0.9999971389770508, 0.9999984502792358]",License Plate,52Y6490,Vietnam,0.9999127388000488,lp_train_1872
713,NA,NA,NA,NA,NA,NA,lp_train_014
714,NA,NA,NA,NA,NA,NA,lp_train_014
715,"[0, 134, 0, 28]","[0.8891029357910156, 0.999626636505127, 0.9993250370025635, 0.9999834299087524, 0.9995728135108948, 0.9999033212661743, 0.9998825788497925, 0.99992835521698, 0.9999836683273315, 0.9999980926513672]",License Plate,51F07973,Vietnam,0.9999995231628418,lp_train_2520
716,"[2, 94, 5, 27]","[0.9996640682220459, 0.999945878982544, 0.9997155070304871, 0.9999885559082031, 0.9997889399528503, 0.9998296499252319, 0.9998694658279419, 0.9998646974563599, 0.9999990463256836, 0.9999996423721313]",License Plate,51F06948,Vietnam,1.0,lp_train_1638
717,"[5, 119, 5, 50]","[0.994520366191864, 0.9994951486587524, 0.9998908042907715, 0.9998792409896851, 0.9998977184295654, 0.9999431371688843, 0.9999794960021973, 0.9999990463256836, 0.9999995231628418, 0.9999997615814209]",License Plate,NSX764,Sweden,0.9998142123222351,lp_train_083
718,"[4, 79, 12, 69]","[0.9975582361221313, 0.9997910857200623, 0.9970009922981262, 0.9379881620407104, 0.9989708662033081, 0.9994199275970459, 0.9998223185539246, 0.9989277720451355, 0.9998654127120972, 0.9998778104782104]",License Plate,59S155483,Vietnam,0.9999984502792358,lp_train_6671
719,"[32, 958, 51, 508]","[0.9999076128005981, 0.9999637603759766, 0.9999394416809082, 0.9994348883628845, 0.9999706745147705, 0.999225378036499, 0.9998348951339722, 0.9999117851257324, 0.9999635219573975, 0.9999853372573853]",License Plate,VANDAMN,United States,0.9314594268798828,lp_train_4749
720,"[0, 40, 0, 11]","[0.15718010067939758, 0.3973231911659241, 0.8299965858459473, 0.939143180847168, 0.8393562436103821, 0.8966296911239624, 0.9641340374946594, 0.9904480576515198, 0.9995181560516357, 0.9998985528945923]",License Plate,EF44814,Switzerland,0.4474121034145355,lp_train_3623
721,"[0, 107, 0, 30]","[0.9852423071861267, 0.9999632835388184, 0.9999954700469971, 0.9999899864196777, 0.9998661279678345, 0.9999369382858276, 0.9998999834060669, 0.999840497970581, 0.9999657869338989, 0.9999889135360718]",License Plate,60A03868,Vietnam,1.0,lp_train_821
722,NA,NA,NA,NA,NA,NA,lp_train_1732
723,"[2, 134, 7, 53]","[0.9998257756233215, 0.9999282360076904, 0.9997575879096985, 0.9998830556869507, 0.9999326467514038, 0.9998595714569092, 0.9998855590820312, 0.999935507774353, 0.9999983310699463, 0.9999996423721313]",License Plate,51F59881,Vietnam,1.0,lp_train_2029
724,NA,NA,NA,NA,NA,NA,lp_train_5689
725,NA,NA,NA,NA,NA,NA,lp_train_5598
726,"[4, 100, 2, 26]","[0.9986987113952637, 0.9999834299087524, 0.9999949932098389, 0.999931812286377, 0.9999088048934937, 0.9994296431541443, 0.999929666519165, 0.9999617338180542, 0.9999969005584717, 0.9999986886978149]",License Plate,51A77529,Vietnam,0.9999998807907104,lp_train_2084
727,"[1, 94, 2, 38]","[0.9998301267623901, 0.9999651908874512, 0.9999947547912598, 0.9999595880508423, 0.9997867941856384, 0.9999339580535889, 0.9999693632125854, 0.9999730587005615, 0.9999988079071045, 0.9999994039535522]",License Plate,51A65474,Vietnam,0.9999997615814209,lp_train_2563
728,"[3, 143, 0, 100]","[0.9998365640640259, 0.999860405921936, 0.9995927214622498, 0.9956249594688416, 0.9998249411582947, 0.9998663663864136, 0.9998196959495544, 0.9996041655540466, 0.9998233914375305, 0.9998873472213745]",License Plate,83N11231,Vietnam,0.9999959468841553,lp_train_7004
729,"[0, 81, 2, 69]","[0.9988405108451843, 0.9999188184738159, 0.9998308420181274, 0.9999799728393555, 0.9999220371246338, 0.9997597336769104, 0.9995193481445312, 0.9998703002929688, 0.9998437166213989, 0.9999213218688965]",License Plate,82H108866,Vietnam,0.9999902248382568,lp_train_6761
730,NA,NA,NA,NA,NA,NA,lp_train_2362
731,NA,NA,NA,NA,NA,NA,lp_train_3645
732,"[10, 94, 6, 35]","[0.9999425411224365, 0.9998807907104492, 0.9999967813491821, 0.9999427795410156, 0.9999630451202393, 0.9999346733093262, 0.9999293088912964, 0.9999481439590454, 0.9999977350234985, 0.9999996423721313]",License Plate,29A51796,Vietnam,1.0,lp_train_3231
733,NA,NA,NA,NA,NA,NA,lp_train_4297
734,NA,NA,NA,NA,NA,NA,lp_train_4278
735,"[8, 117, 0, 42]","[0.9999055862426758, 0.9998674392700195, 0.9998043179512024, 0.999884843826294, 0.9999237060546875, 0.9999747276306152, 0.9998283386230469, 0.9997971653938293, 0.999984860420227, 0.9999973773956299]",License Plate,51F59011,Vietnam,1.0,lp_train_3153
736,"[1, 92, 1, 26]","[0.9997226595878601, 0.9999213218688965, 0.9997178912162781, 0.9997305274009705, 0.9996539354324341, 0.9998786449432373, 0.9999045133590698, 0.9998279809951782, 0.9998887777328491, 0.999962568283081]",License Plate,60LD00584,Vietnam,0.9999971389770508,lp_train_957
737,"[3, 90, 8, 77]","[0.9998507499694824, 0.9998424053192139, 0.9975812435150146, 0.998088538646698, 0.9997451901435852, 0.9997977614402771, 0.9994277358055115, 0.9998053908348083, 0.9999340772628784, 0.9999871253967285]",License Plate,59U148850,Vietnam,1.0,lp_train_5405
738,"[1, 89, 1, 25]","[0.9999250173568726, 0.9998735189437866, 0.9999725818634033, 0.9998409748077393, 0.9999592304229736, 0.9999210834503174, 0.9997112154960632, 0.9999628067016602, 0.9999963045120239, 0.9999967813491821]",License Plate,56N7186,Vietnam,0.9999992847442627,lp_train_1527
739,"[9, 80, 10, 69]","[0.9999228715896606, 0.9999039173126221, 0.9999464750289917, 0.9997977614402771, 0.9999324083328247, 0.9998880624771118, 0.9997782111167908, 0.999953031539917, 0.9997192025184631, 0.9999513626098633]",License Plate,64K47483,Vietnam,0.9999920129776001,lp_train_6527
740,NA,NA,NA,NA,NA,NA,lp_train_5023
741,"[2, 79, 4, 23]","[0.9999126195907593, 0.9999462366104126, 0.9998171925544739, 0.9999167919158936, 0.9997255206108093, 0.999828577041626, 0.9997848868370056, 0.9997945427894592, 0.9999732971191406, 0.9999904632568359]",License Plate,30E00090,Vietnam,0.9999994039535522,lp_train_978
742,"[0, 85, 3, 29]","[0.999919056892395, 0.9998661279678345, 0.9996267557144165, 0.9999315738677979, 0.9998459815979004, 0.9998480081558228, 0.9997701048851013, 0.9999381303787231, 0.9999970197677612, 0.9999985694885254]",License Plate,51F61712,Vietnam,0.9999998807907104,lp_train_860
743,"[15, 95, 0, 25]","[0.9912149906158447, 0.9944577217102051, 0.9903934597969055, 0.9956696033477783, 0.972293496131897, 0.9923957586288452, 0.9464308023452759, 0.9977684020996094, 0.9997298121452332, 0.9996787309646606]",License Plate,G01177,Spain,0.6792300939559937,lp_train_945
744,"[5, 79, 7, 71]","[0.9997668862342834, 0.9999313354492188, 0.9996352195739746, 0.9999595880508423, 0.9996731281280518, 0.9997207522392273, 0.689889669418335, 0.9996559619903564, 0.9999731779098511, 0.9999345541000366]",License Plate,59T156750,Vietnam,1.0,lp_train_6537
745,"[4, 82, 2, 24]","[0.9987201690673828, 0.9999361038208008, 0.9999938011169434, 0.9999592304229736, 0.9999154806137085, 0.9999608993530273, 0.9999624490737915, 0.9988239407539368, 0.9999955892562866, 0.9999984502792358]",License Plate,51A96141,Vietnam,0.9999998807907104,lp_train_1754
746,"[1, 52, 1, 11]","[0.20641210675239563, 0.8932543396949768, 0.5523640513420105, 0.34589704871177673, 0.4562382400035858, 0.7445175647735596, 0.2788825035095215, 0.8497784733772278, 0.9991864562034607, 0.9996155500411987]",License Plate,BFU86DB,Romania,0.38945791125297546,lp_train_2945
747,"[3, 123, 4, 39]","[0.9999213218688965, 0.9999779462814331, 0.9999963045120239, 0.9999558925628662, 0.9999077320098877, 0.9999221563339233, 0.9999488592147827, 0.9999707937240601, 0.9999939203262329, 0.9999988079071045]",License Plate,51A77529,Vietnam,0.9999998807907104,lp_train_2021
748,"[1, 117, 0, 28]","[0.999800980091095, 0.9999345541000366, 0.9998769760131836, 0.9998261332511902, 0.9998435974121094, 0.9990480542182922, 0.9936000108718872, 0.9996670484542847, 0.9994920492172241, 0.9999680519104004]",License Plate,41501NG08,Vietnam,0.999963641166687,lp_train_4318
749,NA,NA,NA,NA,NA,NA,lp_train_5132
750,"[0, 92, 0, 25]","[0.999213695526123, 0.9999467134475708, 0.9999927282333374, 0.9999399185180664, 0.9999749660491943, 0.9998434782028198, 0.9998619556427002, 0.9998830556869507, 0.999981164932251, 0.9999955892562866]",License Plate,51A60216,Vietnam,0.9999943971633911,lp_train_1672
751,"[26, 101, 1, 25]","[0.9996510744094849, 0.9990628361701965, 0.9998353719711304, 0.9995712637901306, 0.9992687106132507, 0.9995263814926147, 0.9987081289291382, 0.9998906850814819, 0.9999799728393555, 0.9999198913574219]",License Plate,F88270,Norway,0.6300774812698364,lp_train_758
752,NA,NA,NA,NA,NA,NA,lp_train_3393
753,"[1, 90, 0, 45]","[0.9986590147018433, 0.9999585151672363, 0.9998714923858643, 0.99994957447052, 0.9998593330383301, 0.9999220371246338, 0.999852180480957, 0.9999339580535889, 0.9999598264694214, 0.9999896287918091]",License Plate,51F88270,Vietnam,1.0,lp_train_2948
754,"[12, 92, 10, 78]","[0.9998192191123962, 0.9998623132705688, 0.9996405839920044, 0.9998308420181274, 0.9999603033065796, 0.9998351335525513, 0.9999349117279053, 0.9998815059661865, 0.9999657869338989, 0.999964714050293]",License Plate,59T131340,Vietnam,0.9999996423721313,lp_train_5374
755,NA,NA,NA,NA,NA,NA,lp_train_6497
756,"[10, 87, 10, 75]","[0.9997963309288025, 0.9999327659606934, 0.9998270869255066, 0.9998577833175659, 0.9992939233779907, 0.9998658895492554, 0.9998961687088013, 0.9998138546943665, 0.9997454285621643, 0.9999682903289795]",License Plate,59H119466,Vietnam,0.9999990463256836,lp_train_6751
757,"[1, 151, 5, 110]","[0.9590817093849182, 0.9998014569282532, 0.999812662601471, 0.9993107318878174, 0.9998064637184143, 0.9998026490211487, 0.9998871088027954, 0.9972338080406189, 0.999874472618103, 0.999891996383667]",License Plate,83P154417,Vietnam,0.999997615814209,lp_train_6931
758,"[8, 95, 6, 79]","[0.9995856881141663, 0.9999263286590576, 0.9998918771743774, 0.9997978806495667, 0.9997281432151794, 0.9997376799583435, 0.999854326248169, 0.9997631907463074, 0.9996637105941772, 0.9998934268951416]",License Plate,59S245275,Vietnam,0.9999988079071045,lp_train_5451
759,"[0, 148, 0, 40]","[0.21688291430473328, 0.996684730052948, 0.9997674822807312, 0.9995635151863098, 0.9997254014015198, 0.9990181922912598, 0.9950300455093384, 0.999574601650238, 0.9992600083351135, 0.9999446868896484]",License Plate,31501NG08,Vietnam,0.9981308579444885,lp_train_4229
760,"[0, 95, 2, 28]","[0.9998997449874878, 0.9998303651809692, 0.9999897480010986, 0.9999829530715942, 0.9996108412742615, 0.9995331764221191, 0.9998846054077148, 0.9998950958251953, 0.999998927116394, 0.9999997615814209]",License Plate,62A05516,Vietnam,1.0,lp_train_1523
761,"[4, 51, 3, 33]","[0.9998102784156799, 0.999848484992981, 0.9998146891593933, 0.9984554052352905, 0.9983158111572266, 0.998715877532959, 0.9998477697372437, 0.9984180927276611, 0.9992651343345642, 0.9998829364776611]",License Plate,94H41831,Vietnam,0.9999227523803711,lp_train_6318
762,NA,NA,NA,NA,NA,NA,lp_train_5177
763,NA,NA,NA,NA,NA,NA,lp_train_5919
764,NA,NA,NA,NA,NA,NA,lp_train_6116
765,"[6, 106, 6, 34]","[0.999909520149231, 0.9999762773513794, 0.9999904632568359, 0.9998881816864014, 0.9998476505279541, 0.9999254941940308, 0.9998421669006348, 0.9999233484268188, 0.9999979734420776, 0.9999995231628418]",License Plate,51A55433,Vietnam,1.0,lp_train_1053
766,"[1, 92, 1, 39]","[0.9998914003372192, 0.9999265670776367, 0.9997546076774597, 0.9999231100082397, 0.9997798800468445, 0.9998555183410645, 0.9998912811279297, 0.999901294708252, 0.999997615814209, 0.9999991655349731]",License Plate,51F22261,Vietnam,1.0,lp_train_3101
767,"[0, 106, 1, 34]","[0.9997735619544983, 0.9999457597732544, 0.9998093247413635, 0.9999207258224487, 0.9999345541000366, 0.9998248219490051, 0.9997839331626892, 0.9998607635498047, 0.9999949932098389, 0.9999979734420776]",License Plate,51G51332,Vietnam,1.0,lp_train_961
768,NA,NA,NA,NA,NA,NA,lp_train_4365
769,NA,NA,NA,NA,NA,NA,lp_train_4356
770,NA,NA,NA,NA,NA,NA,lp_train_4614
771,NA,NA,NA,NA,NA,NA,lp_train_3563
772,"[7, 120, 3, 59]","[0.9999464750289917, 0.9996675252914429, 0.9990488886833191, 0.9998915195465088, 0.9994415640830994, 0.9997944235801697, 0.9997749924659729, 0.9999713897705078, 0.9999951124191284, 0.9999978542327881]",License Plate,BSMART2,United States,0.9953709244728088,lp_train_3983
773,"[3, 85, 2, 52]","[0.9982299208641052, 0.9997053742408752, 0.9998584985733032, 0.9997897744178772, 0.9993255138397217, 0.9993658661842346, 0.9257292151451111, 0.9993370175361633, 0.9998527765274048, 0.9999387264251709]",License Plate,CAL253DU,Brazil,0.7978610992431641,lp_train_4719
774,"[0, 107, 0, 28]","[0.9998120665550232, 0.9999455213546753, 0.999786913394928, 0.999911904335022, 0.9998342990875244, 0.9999041557312012, 0.9998064637184143, 0.999862551689148, 0.9999979734420776, 0.9999994039535522]",License Plate,51G31691,Vietnam,1.0,lp_train_2113
775,NA,NA,NA,NA,NA,NA,lp_train_5041
776,"[4, 106, 4, 34]","[0.9998377561569214, 0.9999350309371948, 0.9997668862342834, 0.999987006187439, 0.9997031092643738, 0.9999502897262573, 0.9999003410339355, 0.9999566078186035, 0.9999808073043823, 0.9999926090240479]",License Plate,51F07973,Vietnam,1.0,lp_train_3015
777,NA,NA,NA,NA,NA,NA,lp_train_3852
778,"[4, 55, 4, 27]","[0.9141994118690491, 0.9988778233528137, 0.9989429116249084, 0.9964436888694763, 0.9897946715354919, 0.5451751351356506, 0.9985049962997437, 0.9994404911994934, 0.9999068975448608, 0.999817430973053]",License Plate,8726P8,New Zealand,0.9640979766845703,lp_train_4883
779,"[1, 55, 1, 25]","[0.9898937344551086, 0.996711015701294, 0.9973793029785156, 0.9950372576713562, 0.9936975836753845, 0.5456385016441345, 0.997769832611084, 0.999683141708374, 0.9999241828918457, 0.9998377561569214]",License Plate,8726P8,New Zealand,0.9543640613555908,lp_train_4883
780,NA,NA,NA,NA,NA,NA,lp_train_5002
781,"[4, 103, 6, 57]","[0.9996588230133057, 0.9998658895492554, 0.9977195858955383, 0.9997875094413757, 0.9997416138648987, 0.99993896484375, 0.9998387098312378, 0.9998370409011841, 0.9999865293502808, 0.9999961853027344]",License Plate,51G42971,Vietnam,0.9999406337738037,lp_train_2821
782,"[0, 46, 2, 13]","[0.5570449829101562, 0.9229879975318909, 0.9295479655265808, 0.8750525116920471, 0.43492886424064636, 0.8220663070678711, 0.5764559507369995, 0.6371594667434692, 0.9988846182823181, 0.9997232556343079]",License Plate,1A45572,Vietnam,0.41681885719299316,lp_train_3071
783,NA,NA,NA,NA,NA,NA,lp_train_901
784,"[8, 101, 13, 85]","[0.999747097492218, 0.9999465942382812, 0.9999827146530151, 0.9998119473457336, 0.9999746084213257, 0.999868631362915, 0.9998741149902344, 0.9998432397842407, 0.9993094205856323, 0.9999600648880005]",License Plate,59C106231,Vietnam,0.999997615814209,lp_train_5323
785,"[3, 91, 2, 26]","[0.9998847246170044, 0.9998753070831299, 0.9997170567512512, 0.999911904335022, 0.9998939037322998, 0.9998624324798584, 0.9998799562454224, 0.9998832941055298, 0.9999971389770508, 0.999998927116394]",License Plate,51G31691,Vietnam,0.9999983310699463,lp_train_1011
786,NA,NA,NA,NA,NA,NA,lp_train_3968
787,"[0, 100, 0, 32]","[0.9998530149459839, 0.9998971223831177, 0.9997937083244324, 0.9999345541000366, 0.9999282360076904, 0.9999408721923828, 0.9997616410255432, 0.999887228012085, 0.9999881982803345, 0.999997615814209]",License Plate,51G48154,Vietnam,0.9999997615814209,lp_train_1783
788,"[3, 80, 8, 69]","[0.9998083710670471, 0.9996495246887207, 0.9999521970748901, 0.9968221187591553, 0.9995717406272888, 0.996912956237793, 0.9998931884765625, 0.9996210336685181, 0.9999028444290161, 0.999968409538269]",License Plate,59G161590,Vietnam,0.9999978542327881,lp_train_5682
789,NA,NA,NA,NA,NA,NA,lp_train_1418
790,"[2, 122, 0, 25]","[0.9987776875495911, 0.9999055862426758, 0.999444305896759, 0.9997931122779846, 0.9993517994880676, 0.9998261332511902, 0.9998449087142944, 0.9998910427093506, 0.9999054670333862, 0.9999942779541016]",License Plate,51F44614,Vietnam,1.0,lp_train_2533
791,NA,NA,NA,NA,NA,NA,lp_train_3663
792,NA,NA,NA,NA,NA,NA,lp_train_4339
793,NA,NA,NA,NA,NA,NA,lp_train_4029
794,NA,NA,NA,NA,NA,NA,lp_train_5281
795,"[3, 113, 3, 34]","[0.999862790107727, 0.9999507665634155, 0.999742329120636, 0.9998670816421509, 0.9997848868370056, 0.999950647354126, 0.9998695850372314, 0.9999563694000244, 0.9999948740005493, 0.9999972581863403]",License Plate,51F22029,Vietnam,0.9999998807907104,lp_train_504
796,NA,NA,NA,NA,NA,NA,lp_train_6885
797,"[6, 111, 2, 37]","[0.9998526573181152, 0.9999277591705322, 0.9997535347938538, 0.9999552965164185, 0.9999537467956543, 0.9998480081558228, 0.9999048709869385, 0.9998327493667603, 0.9999558925628662, 0.9999945163726807]",License Plate,51G51936,Vietnam,0.9999996423721313,lp_train_3318
798,NA,NA,NA,NA,NA,NA,lp_train_6300
799,"[11, 134, 19, 75]","[0.9998915195465088, 0.999022364616394, 0.9991264939308167, 0.9995243549346924, 0.9998750686645508, 0.9998182654380798, 0.9999914169311523, 0.9999966621398926, 0.9999974966049194, 0.9999974966049194]",License Plate,168AL,Australia,0.9872023463249207,lp_train_4935
800,NA,NA,NA,NA,NA,NA,lp_train_4037
801,"[5, 59, 2, 17]","[0.9992232322692871, 0.9997983574867249, 0.9998883008956909, 0.9997404217720032, 0.9970617890357971, 0.9969907999038696, 0.9971181154251099, 0.9976716637611389, 0.9970036149024963, 0.9998941421508789]",License Plate,80376NG16,Vietnam,0.9987505674362183,lp_train_4231
802,NA,NA,NA,NA,NA,NA,lp_train_4231
803,NA,NA,NA,NA,NA,NA,lp_train_3942
804,"[1, 41, 1, 10]","[0.3406849205493927, 0.3374144434928894, 0.27168816328048706, 0.7652900218963623, 0.7250383496284485, 0.4656180441379547, 0.4300908148288727, 0.4378221333026886, 0.9901464581489563, 0.9973284006118774]",License Plate,TB81292,Albania,0.23667055368423462,lp_train_3353
805,NA,NA,NA,NA,NA,NA,lp_train_6707
806,NA,NA,NA,NA,NA,NA,lp_train_5053
807,"[4, 66, 5, 53]","[0.9987768530845642, 0.9656106233596802, 0.9991138577461243, 0.9997918009757996, 0.99974125623703, 0.9997005462646484, 0.999980092048645, 0.9996792078018188, 0.9998924732208252, 0.9999549388885498]",License Plate,59P186084,Vietnam,1.0,lp_train_6800
808,"[1, 99, 6, 31]","[0.9998372793197632, 0.9999847412109375, 0.9999971389770508, 0.9999809265136719, 0.999872088432312, 0.9997798800468445, 0.999901294708252, 0.9998358488082886, 0.9999985694885254, 0.9999997615814209]",License Plate,51A16598,Vietnam,0.999998927116394,lp_train_2865
809,"[0, 97, 7, 62]","[0.9998399019241333, 0.9999102354049683, 0.999990701675415, 0.9999631643295288, 0.9999213218688965, 0.999893069267273, 0.9999504089355469, 0.9999219179153442, 0.9999982118606567, 0.9999996423721313]",License Plate,51A69172,Vietnam,0.9999998807907104,lp_train_2827
810,NA,NA,NA,NA,NA,NA,lp_train_6248
811,"[0, 71, 0, 19]","[0.9992208480834961, 0.9998694658279419, 0.9994843006134033, 0.999981164932251, 0.9999673366546631, 0.9999551773071289, 0.9998140931129456, 0.9998719692230225, 0.9999911785125732, 0.9999967813491821]",License Plate,51G10096,Vietnam,0.9999998807907104,lp_train_1797
812,NA,NA,NA,NA,NA,NA,lp_train_5054
813,"[1, 68, 2, 31]","[0.9999366998672485, 0.999661922454834, 0.9999523162841797, 0.9997922778129578, 0.9999203681945801, 0.9999427795410156, 0.9999270439147949, 0.9999985694885254, 0.9999995231628418, 0.9999995231628418]",License Plate,HF3461,Latvia,0.9999829530715942,lp_train_4067
814,"[0, 78, 2, 63]","[0.9997027516365051, 0.9999158382415771, 0.9998464584350586, 0.9997830986976624, 0.999768078327179, 0.9997499585151672, 0.9998757839202881, 0.9998289346694946, 0.9999001026153564, 0.999953031539917]",License Plate,59S236623,Vietnam,0.9999992847442627,lp_train_5206
815,NA,NA,NA,NA,NA,NA,lp_train_6214
816,"[0, 43, 2, 10]","[0.19223013520240784, 0.9668363928794861, 0.3435065448284149, 0.302677720785141, 0.8422755599021912, 0.9361796975135803, 0.3733093738555908, 0.8299232721328735, 0.9943238496780396, 0.9994732737541199]",License Plate,K1FG1712,Vietnam,0.954594612121582,lp_train_3704
817,"[1, 82, 4, 25]","[0.9998970031738281, 0.9998979568481445, 0.9999966621398926, 0.999930739402771, 0.9999629259109497, 0.9999375343322754, 0.999911904335022, 0.9999328851699829, 0.9999982118606567, 0.9999995231628418]",License Plate,29A51796,Vietnam,1.0,lp_train_1038
818,"[5, 89, 11, 74]","[0.9998654127120972, 0.9998243451118469, 0.9997813105583191, 0.9995648264884949, 0.9996322393417358, 0.9999237060546875, 0.9998918771743774, 0.9998188614845276, 0.999933123588562, 0.9999896287918091]",License Plate,54F44078,Vietnam,0.9999908208847046,lp_train_5381
819,"[0, 98, 2, 32]","[0.9999357461929321, 0.9999480247497559, 0.9998106360435486, 0.9999004602432251, 0.9997785687446594, 0.9998334646224976, 0.999871015548706, 0.9999302625656128, 0.9999916553497314, 0.9999979734420776]",License Plate,51G49539,Vietnam,1.0,lp_train_401
820,NA,NA,NA,NA,NA,NA,lp_train_4174
821,"[2, 101, 1, 29]","[0.9998645782470703, 0.9999251365661621, 0.9997902512550354, 0.9999254941940308, 0.9997772574424744, 0.9997654557228088, 0.999848484992981, 0.999901294708252, 0.9999911785125732, 0.9999977350234985]",License Plate,51G49539,Vietnam,1.0,lp_train_576
822,NA,NA,NA,NA,NA,NA,lp_train_4264
823,"[1, 94, 4, 38]","[0.9998739957809448, 0.9995443224906921, 0.9997934699058533, 0.9999611377716064, 0.9999047517776489, 0.9999275207519531, 0.9999654293060303, 0.9998698234558105, 0.9999974966049194, 0.999998927116394]",License Plate,51F78396,Vietnam,1.0,lp_train_1453
824,"[1, 89, 3, 75]","[0.9997250437736511, 0.9999041557312012, 0.9998393058776855, 0.99979168176651, 0.9998406171798706, 0.9996830224990845, 0.9997157454490662, 0.999765932559967, 0.9999486207962036, 0.9999758005142212]",License Plate,59S195382,Vietnam,0.9999973773956299,lp_train_6564
825,NA,NA,NA,NA,NA,NA,lp_train_6945
826,"[0, 87, 6, 84]","[0.9983118772506714, 0.9998705387115479, 0.9999274015426636, 0.9996849298477173, 0.9996094107627869, 0.9999275207519531, 0.9998974800109863, 0.99998939037323, 0.9999929666519165, 0.9999949932098389]",License Plate,V8PTRL,New Zealand,0.7751948237419128,lp_train_4204
827,NA,NA,NA,NA,NA,NA,lp_train_5475
828,NA,NA,NA,NA,NA,NA,lp_train_6217
829,"[2, 37, 2, 14]","[0.9942334294319153, 0.7735499143600464, 0.20091557502746582, 0.8502106666564941, 0.5917844772338867, 0.5435799956321716, 0.6831950545310974, 0.8785730004310608, 0.9828622937202454, 0.9989257454872131]",License Plate,51RU284,Turkey,0.47392013669013977,lp_train_1433
830,NA,NA,NA,NA,NA,NA,lp_train_203
831,NA,NA,NA,NA,NA,NA,lp_train_203
832,"[6, 70, 6, 60]","[0.9998658895492554, 0.9940857887268066, 0.9928681254386902, 0.9991334080696106, 0.9998579025268555, 0.9997343420982361, 0.9997919201850891, 0.9999107122421265, 0.9996446371078491, 0.999968409538269]",License Plate,51U83423,Vietnam,0.9999918937683105,lp_train_6592
833,"[1, 105, 3, 30]","[0.9998321533203125, 0.9999606609344482, 0.99978107213974, 0.9999603033065796, 0.9997835755348206, 0.9998704195022583, 0.9999786615371704, 0.9998818635940552, 0.9999996423721313, 0.9999998807907104]",License Plate,51F82606,Vietnam,0.9999992847442627,lp_train_587
834,"[0, 37, 2, 12]","[0.6322116851806641, 0.9526649117469788, 0.7282097339630127, 0.3064161241054535, 0.3657810688018799, 0.2846708595752716, 0.2739786207675934, 0.7014161348342896, 0.9976791739463806, 0.9990819692611694]",License Plate,IF49D81,Brazil,0.27077317237854004,lp_train_3586
835,"[0, 84, 1, 69]","[0.9998352527618408, 0.9999403953552246, 0.9999055862426758, 0.9998794794082642, 0.9999080896377563, 0.9992146492004395, 0.9999599456787109, 0.9999356269836426, 0.9999116659164429, 0.9999703168869019]",License Plate,59N231428,Vietnam,0.9999997615814209,lp_train_5719
836,NA,NA,NA,NA,NA,NA,lp_train_3497
837,NA,NA,NA,NA,NA,NA,lp_train_1264
